gene	acc	disease	disease_code	nsnp	PP_H0	PP_H1	PP_H2	PP_H3	PP_H4
IL4R	GCST90241640	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	2988	1.1261641096525173e-28	2.762472573498895e-29	0.760815541663014	0.18657490319558118	0.05260955514140235
IL4R	GCST90241640	Allergic asthma (mode)	ALLERG_ASTHMA	2988	6.809769715637644e-21	1.6704316813201246e-21	0.7608155416755125	0.18657490319865944	0.052609555125826296
IL4R	GCST90241640	Chronic lower respiratory diseases	J10_LOWCHRON	2988	1.6628039234246917e-24	4.0788462304880487e-25	0.7608155416756044	0.18657490319868197	0.05260955512571116
IL4R	GCST90241640	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	2988	2.1766811911882645e-19	5.3393835235646697e-20	0.7608155420772695	0.18657490329771267	0.05260955462501918
IL4R	GCST90241640	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	2988	1.149276972693019e-17	2.819168262605985e-18	0.7608155440265523	0.18657490377830077	0.052609552195143745
IL4R	GCST90241640	Asthma-related infections	ASTHMA_INFECTIONS	2988	2.2340544503236793e-06	5.480119721295844e-07	0.7608467810868774	0.18658260793032033	0.05256782891638031
IL4R	GCST90241640	Allergic rhinitis	ALLERG_RHINITIS	2988	5.788856420324445e-06	1.4200023740770418e-06	0.7609307671782288	0.18660331878269668	0.05245870518028008
LYPD3	GCST90241827	Alzheimer’s disease, wide definition	G6_AD_WIDE	1500	1.4117481611635415e-27	1.3450456951241748e-28	0.865303719380648	0.08238966673131816	0.05230661388803326
LYPD3	GCST90241827	Unspecific neurodegenerative disorder	G6_NEURODEGENERATIVE	1500	1.676606765813308e-40	1.5973902249779631e-41	0.8653246507385897	0.08239168391889812	0.05228366534251749
LYPD3	GCST90241827	Alzheimer disease	G6_ALZHEIMER	1500	2.4391584220295963e-31	2.323912738496372e-32	0.8654772100100468	0.08240638629360336	0.05211640369635372
LYPD3	GCST90241827	Alzheimer’s disease (Late onset) (more control exclusions)	AD_LO_EXMORE	1500	2.0628387147470683e-24	1.9653734351027847e-25	0.8655407475256965	0.08241250950298734	0.052046742971319344
IL4R	GCST90241640	Pollen allergy	POLLENALLERG	2988	0.0037765099200779413	0.0009263752048518795	0.7575342171178481	0.18577061388324362	0.05199228387397882
CRISP3	GCST90240841	Glaucoma	H7_GLAUCOMA	2656	0.13340706473804234	0.02092282549343437	0.6862388542665975	0.10757404568241327	0.051857209819512785
LYPD3	GCST90241827	Alzheimer’s disease (Early onset) (more control exclusions)	AD_EO_EXMORE	1500	0.00011888604106465565	1.1326889748705473e-05	0.8656039966039468	0.08241873525848595	0.05184705520675353
SORT1	GCST90242862	Coronary revascularization (ANGIO or CABG)	I9_REVASC	1270	0.16185750158325635	0.015211801984283499	0.7049262375728191	0.06619905250626508	0.051805406353375945
CD84	GCST90242829	Other diseases of anus and rectum	K11_OTHANRECT	2756	0.03472381268831509	0.006500531928278857	0.7640217356698986	0.1429782461504085	0.05177567356309864
TLR1	GCST90243028	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	3372	0.0007693780084750607	0.0001282113056259645	0.8126121329969322	0.13536483575188166	0.051125441937085396
TLR1	GCST90243028	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	3372	1.2910442731652854e-05	2.151432326633899e-06	0.8134872968439137	0.13551081412061872	0.05098682716040856
TLR1	GCST90243028	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	3372	0.0002703700880588767	4.5055228522767436e-05	0.8132411744376167	0.1354698128334274	0.05097358741237415
IL4	GCST90241639	Chronic lower respiratory diseases	J10_LOWCHRON	1049	9.242351542728641e-38	7.820943070513594e-39	0.8751267732137882	0.07400297460694745	0.05087025217927112
IL4	GCST90241639	Asthma-related infections	ASTHMA_INFECTIONS	1049	5.190035680385321e-16	4.391844802977935e-17	0.8751688556985011	0.07400658134571188	0.05082456295578899
IL4R	GCST90241640	Asthma-related acute respiratory infections	ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	2988	9.550431122058618e-05	2.3427139804622104e-05	0.7627195217026046	0.18704444059775882	0.05011710624861148
IL4	GCST90241639	Asthma-related pneumonia	ASTHMA_PNEUMONIA	1049	0.0001927346779762653	1.63093444043692e-05	0.8759679337686661	0.07407527671313419	0.04974774549581926
TLR1	GCST90243028	Pollen allergy	POLLENALLERG	3372	8.78696166392675e-14	1.4642838955720737e-14	0.8159744747847565	0.1359281738927308	0.04809735132241197
TLR1	GCST90243028	Allergic rhinitis	ALLERG_RHINITIS	3372	8.883376641272025e-13	1.4803507573632451e-13	0.8161298198214991	0.13595424243820978	0.047915937739255586
IL4	GCST90241639	Allergic asthma (mode)	ALLERG_ASTHMA	1049	2.0448339283967314e-14	1.7303528943591768e-15	0.8779418565815705	0.07424424530133512	0.04781389811707318
IL4	GCST90241639	Childhood asthma (age<16) (more control exclusions)	ASTHMA_CHILD_EXMORE	1049	0.0015027160385657004	0.00012716089119133755	0.8764775111287888	0.07412037301537067	0.04777223892608326
ERBB3	GCST90242599	Disorders of choroid and retina	H7_CHOROIDRETINA	961	2.3296795804018568e-05	0.03894237585335598	0.0005460679295671603	0.9127465641637559	0.04774169525751789
MXRA8	GCST90241896	Nasal polyp	J10_NASALPOLYP	2795	7.010082889263598e-05	0.007256078340300357	0.009048159370443199	0.9365203256715152	0.047105335788848485
TNFSF12	GCST90243141	Blepharochalasis	H7_BLEPHAROCHALASIS	2413	9.003914014824086e-45	0.00036264246408612276	2.366616373335529e-41	0.9531340710281433	0.04650328650777579
ERBB3	GCST90242599	Basal cell carcinoma, including avohilmo, excluding all cancers (controls excluding all cancers)	C3_BASAL_CELL_CARCINOMA_INCLAVO_EXALLC	961	0.0002503464848974996	0.4184732952315817	0.00032021287884723495	0.5352145743133438	0.04574157109132941
IL4	GCST90241639	Asthma and allergy	ASTHMA_ALLERG	1049	0.009124031446159675	0.0007720819770173276	0.8713991746096968	0.07369340152537772	0.045011310441748095
ADM	GCST90240213	Hypertension	I9_HYPTENS	3286	6.818904856384448e-11	1.1948516441251657e-11	0.8130780967217087	0.1424281937868045	0.044493709411349155
CFH	GCST90240779	Age-related macular degeneration (whether dry or wet)	H7_AMD	2036	0.0	0.0	7.172141666043246e-45	0.9556284438708095	0.04437155612923915
SORT1	GCST90242862	Metabolic disorders	E4_METABOLIA	1270	0.07329633764917642	0.006888586340367655	0.8004543539605585	0.0751846703768152	0.04417605167308213
SORT1	GCST90242862	Disorders of lipoprotein metabolism and other lipidaemias	E4_LIPOPROT	1270	0.00031699717122967265	2.979224411074576e-05	0.8735797195515281	0.08205734821358193	0.044016142819549436
ADM	GCST90240213	Hypertension, essential	I9_HYPTENSESS	3286	2.374144328168977e-10	4.160125876000643e-11	0.8145074736102164	0.14268033977026606	0.0428121863405009
BMP6	GCST90240458	Inguinal hernia	K11_HERING	4140	0.0004009361702137556	9.805538943347499e-05	0.7699907113619013	0.1882723757456422	0.04123792133280892
SORT1	GCST90242862	Coronary artery bypass grafting	I9_CABG	1270	0.2691498833066984	0.025295427699707225	0.6074410495779969	0.057047872793032695	0.04106576662256468
PPP3R1	GCST90240546	Varicose veins	I9_VARICVE	2517	1.5241620063746717e-36	2.358612892987133e-37	0.8306014742711225	0.12849315714947165	0.04090536857940093
SORT1	GCST90242862	Statin medication	RX_STATIN	1270	1.3803369845777655e-21	1.2972777088233586e-22	0.8775219466838853	0.08243181919840262	0.040046234117713346
SATB1	GCST90240942	Infective dermatitis	L12_INFECT_DERM	2683	0.025693288201430933	0.004773174359848629	0.7840352433492064	0.14561437767255705	0.03988391641695695
RELB	GCST90243044	Dementia, including avohilmo	F5_DEMENTIA_INCLAVO	1491	6.374722237093127e-119	6.540301891827607e-120	0.8709351384595542	0.08931596766710226	0.03974889387335726
RELB	GCST90243044	Unspecific neurodegenerative disorder	G6_NEURODEGENERATIVE	1491	1.4077000107327881e-118	1.4442641892299436e-119	0.8709351384595542	0.08931596766710226	0.03974889387335726
RELB	GCST90243044	Dementia	F5_DEMENTIA	1491	1.73688497886344e-116	1.781999542983626e-117	0.8709351384595542	0.08931596766710226	0.03974889387335726
RELB	GCST90243044	Alzheimer disease	G6_ALZHEIMER	1491	9.7686313780151e-90	1.0022365823319767e-90	0.8709351384774014	0.08931596766894775	0.03974889385366378
PPP3R1	GCST90240546	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	2517	1.1051590940130324e-24	1.710213531789304e-25	0.8316070594380872	0.12864993197913066	0.03974300858278279
IL6ST	GCST90241649	Juvenile arthritis (FINNGEN)	JUVEN_ARTHR	1328	0.10946752479923001	0.7974055568428562	0.006471639988248827	0.047102480403028425	0.03955279796663658
PPP3R1	GCST90240546	Other disorders of veins	I9_VEINSOTH	2517	4.264301864133391e-13	6.598929322649455e-14	0.8319139872959195	0.1286977832842329	0.03938822941935567
LRP1	GCST90242394	Coronary revascularization (ANGIO or CABG)	I9_REVASC	1188	0.0005265629116835516	4.249865500770814e-05	0.889081822751882	0.07171876239195578	0.03863035328947106
ADM	GCST90240213	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	3286	4.8702588314507936e-11	8.533975608452165e-12	0.8180825087230394	0.14331098571861595	0.03860650550110828
TGFA	GCST90243056	Diseases of the digestive system	K11_OTHDIG	2774	0.04970300325058788	0.009953436144718731	0.7513372683842735	0.15042289850721838	0.03858339371320165
ERBB3	GCST90242599	Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)	C3_OTHER_SKIN_EXALLC	961	0.00021708872616202528	0.36288040805463906	0.0003578142569230992	0.5980754257121716	0.038469263250104704
LRP1	GCST90241818	Coronary atherosclerosis	I9_CORATHER	1188	0.04544430931854799	0.003942028835593791	0.839905001472704	0.07281897148059834	0.03788968889255608
PDGFB	GCST90242294	Degeneration of macula and posterior pole	H7_MACULADEGEN	1746	0.2170785310412895	0.01810140696123202	0.6716131207786601	0.05596618971857818	0.037240751500240234
PPP3R1	GCST90240546	Anaemias	D3_ANAEMIA	2517	0.07508032133085943	0.01161854272445694	0.7593870711482202	0.11747732684405593	0.036436737952407726
ADM	GCST90240213	Varicose veins	I9_VARICVE	3286	1.488241881522558e-10	2.607791568360464e-11	0.8199976845983573	0.1436488279687977	0.036353487257944336
IL4R	GCST90241640	Childhood asthma (age<16) (more control exclusions)	ASTHMA_CHILD_EXMORE	2988	7.415331927407294e-05	1.818975662363636e-05	0.7744097531367815	0.189926591871432	0.035571311915889046
IL6ST	GCST90241649	Second line medication for Crohn's disease	RX_CROHN_2NDLINE	1328	0.11220403227783274	0.8173393798993468	0.004300232353054327	0.031289758494621574	0.034866596975144486
IL4	GCST90241639	Pustulosis palmaris et plantaris	L12_PSORI_PUSTUPALM	1049	0.007285576181256549	0.000616510595664651	0.8826932134032767	0.07465937704250997	0.03474532277729267
IL4	GCST90241639	Papulosquamous disorders	L12_PAPULOSQUAMOUS	1049	0.0019384884931712063	0.0001640362636916292	0.8881261510209932	0.07511920926390565	0.03465211495823804
LRP1	GCST90241818	Coronary revascularization (ANGIO or CABG)	I9_REVASC	1188	0.0005259831113135608	4.562596775977679e-05	0.8881028514678326	0.07700342148418488	0.034322117968908834
LRP1	GCST90241818	Chronic diseases of tonsils and adenoids	J10_CHRONTONSADEN	1188	3.3573415446637278e-06	2.912298014528233e-07	0.8891061491513991	0.07709097459802965	0.03379922767922455
IL4	GCST90241639	Chalazion	H7_CHALAZION	1049	7.115280333949569e-08	6.0210004093974764e-09	0.8908574241295028	0.07535119232956378	0.03379130636712985
ADM	GCST90240213	Cardiovascular diseases (excluding rheumatic etc)	FG_CVD	3286	6.9919625947544935e-06	1.225175915775094e-06	0.8224871390477051	0.1440879827514572	0.03341666106232652
LRP1	GCST90241818	Other diseases of upper respiratory tract	J10_UPPERDIS	1188	0.09915782379720933	0.008601362998904459	0.7903472154305078	0.0685246432603785	0.033368954513000024
IL4	GCST90241639	Dermatitis due to ingested food	L12_FOODDERMAT	1049	0.2099276250031158	0.01776422370959475	0.6813676568898406	0.05762449576050577	0.033315998636943074
MXRA8	GCST90241897	Nasal polyp	J10_NASALPOLYP	2795	0.006338581988990456	0.0010947410460230215	0.8181429652828444	0.14126890410177637	0.03315480758036613
ADM	GCST90240213	Atrial fibrillation and flutter	I9_AF	3286	0.015412737220033106	0.0027007173139515337	0.8075761227794843	0.14147576215701357	0.03283466052951738
ADM	GCST90240213	Other heart diseases	FG_OTHHEART	3286	0.0016455451236281656	0.000288342825990357	0.8215018377625235	0.14391610051471507	0.03264817377314264
ADM	GCST90240213	Other disorders of veins	I9_VEINSOTH	3286	0.004517867490560768	0.0007916493209289937	0.8195896138936904	0.14358215801451976	0.0315187112802998
LRP1	GCST90242394	Coronary atherosclerosis	I9_CORATHER	1188	0.04600502811396595	0.0037130450608157182	0.8502682466788332	0.06859334619979826	0.031420333946586755
DOK2	GCST90240963	Atopic dermatitis	L12_ATOPIC	2414	2.9310717312796e-09	1.8464750202880799e-09	0.5942774356679309	0.374343095364046	0.03137946419047521
CEACAM1	GCST90240600	Other diseases of pleura	J10_PLEURA	1731	0.6642006696061257	0.07271861478317998	0.20907998750752252	0.02285954195551142	0.0311411861476604
IL6ST	GCST90241649	Rheumatoid arthritis	M13_RHEUMA	1328	0.11317035931815479	0.8243784954095729	0.003857617788513559	0.028069918658214787	0.030523608825543804
CD70	GCST90240646	Non-follicular lymphoma (controls excluding all cancers)	CD2_NONFOLLICULAR_LYMPHOMA_EXALLC	3906	7.32443096410008e-05	1.9910080543034753e-05	0.7623505451119265	0.20720022374030284	0.030356076757587263
CD70	GCST90240646	Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)	C3_NONHODGKIN_EXALLC	3906	1.0207784289185444e-05	2.7747931321867243e-06	0.762491886862845	0.2072387445132615	0.030256386046471444
CD70	GCST90240646	Primary_lymphoid and hematopoietic malignant neoplasms (controls excluding all cancers)	CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC	3906	2.2405987947725608e-05	6.090644131564884e-06	0.7625326921401332	0.20724990413522795	0.03018890709255901
TNFRSF4	GCST90243177	Nasal polyp	J10_NASALPOLYP	2591	0.006376259340762647	0.0010808068068645026	0.8229417402790826	0.13946246767743284	0.030138725895857275
DPEP2	GCST90240913	Seropositive rheumatoid arthritis, strict definition	RHEUMA_SEROPOS_STRICT	1694	0.12502053781622405	0.32077040944928586	0.14718670865304267	0.3776136700137801	0.029408674067667163
IL1RN	GCST90241577	Hypertension	I9_HYPTENS	430	0.17866573739904243	0.0036353431424581725	0.7726504120596647	0.01569189704403298	0.02935661035480167
PPP3R1	GCST90240546	Cardiovascular diseases (excluding rheumatic etc)	FG_CVD	2517	0.2429151544806364	0.0375906769007301	0.5978582087176888	0.09248831922715527	0.029147640673789395
TNFRSF4	GCST90243177	Thyrotoxicosis with diffuse goitre	E4_THYTOXGOITDIF	2591	0.01592807975183731	0.002699886578642104	0.8143224938428473	0.1380025554477387	0.029046984378934278
CRIM1	GCST90240839	Diverticular disease of intestine	K11_DIVERTIC	2810	4.641328039760102e-06	7.535002648997147e-07	0.8356024757849326	0.13562781532458562	0.02876431406217697
TNFRSF4	GCST90243177	Hypothyroidism, drug reimbursement	HYPOTHY_REIMB	2591	0.04630750574080246	0.007849346260685505	0.7842232423497429	0.1329009146916611	0.028718990957108174
IL4	GCST90241639	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	1049	6.8440585289761555e-31	5.791490604844774e-32	0.8959115333649075	0.07578436181975926	0.028304104815329707
ADM	GCST90240213	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	3286	5.7751639141587586e-05	1.0119607537072627e-05	0.8269605080372371	0.1448771569608535	0.02809446375523088
TNFRSF1B	GCST90243172	Other diseases of upper respiratory tract	J10_UPPERDIS	2808	0.00013092241336550467	0.21751199036324245	0.000454010063058074	0.754255977240312	0.027647099920022653
IL1RN	GCST90241577	Spermatocele	N14_SPERMATOCELE	430	0.026426005984001084	0.0005376945856268679	0.9266366390652813	0.01882686566908584	0.027572794696004977
IL24	GCST90241624	Ulcerative colitis (strict definition, require KELA, min 2 HDR)	K11_UC_STRICT2	1932	1.6044232973029137e-25	1.9328879545975742e-26	0.8681028199535239	0.10455512610524362	0.027342053941229048
ERBB3	GCST90242599	Malignant neoplasm of skin, excluding all cancers (controls excluding all cancers)	C3_SKIN_EXALLC	961	0.00016718864361412667	0.27946860387174105	0.00041448128860712894	0.6928100324609824	0.027139693735055676
CRISP3	GCST90240841	Depression or dysthymia	F5_DEPRESSION_DYSTHYMIA	2656	0.13033309784095376	0.020440721542742783	0.7109430651492	0.11147356501436102	0.026809550452742446
IL24	GCST90241624	Autoimmune diseases	AUTOIMMUNE	1932	0.026947612707965522	0.0032464447565643405	0.8416478584321518	0.1013685847956851	0.026789499307633354
CSF2RB	GCST90240859	Androgenic alopecia	L12_ALOPECANDRO	2235	9.681146953538766e-32	0.6135052317121277	5.680970373412063e-32	0.35998300591321275	0.02651176237465957
IL4	GCST90241639	Dermatitis and eczema	L12_DERMATITISECZEMA	1049	7.536686559295314e-16	6.377597329862164e-17	0.897644080447676	0.07593285221350755	0.02642306733881364
SATB1	GCST90240942	Atopic dermatitis	L12_ATOPIC	2683	1.1156872449674091e-05	2.0726696052053045e-06	0.821284840847908	0.15254815722020879	0.026153772389828422
PVR	GCST90242302	Statin medication	RX_STATIN	1563	0.0	0.0	0.8808775092399037	0.09303431281492079	0.02608817794510001
SATB1	GCST90240942	Dermatitis and eczema	L12_DERMATITISECZEMA	2683	2.1849205847003163e-07	4.05903940026494e-08	0.8215877701230453	0.15260478053257057	0.025807190261931193
CLINT1	GCST90240712	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	1692	0.5184108492613129	0.04174390080848239	0.38321677614868016	0.03083189691950498	0.025796576862019478
IL4	GCST90241639	Asthma, unspecified (mode)	ASTHMA_NAS	1049	1.3770646304450191e-11	1.1652818040232973e-12	0.8984268112101119	0.07599993725858166	0.02557325151637162
CD70	GCST90240647	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	3906	0.26256528391957284	0.18396396467947676	0.3105393453602604	0.2175511718088854	0.025380234231804726
IL2RA	GCST90241612	Other otitis externa (chronic)	H8_EXT_OTH	3853	0.06268593897417933	0.014847338780221899	0.7255245246884248	0.17181737427121754	0.025124823285956208
IL6ST	GCST90241649	Idiopathic pulmonary fibrosis	IPF	1328	0.11210955071870626	0.8166511381545479	0.005610043782072813	0.04084103104810945	0.024788236296563647
HAVCR1	GCST90241394	Coeliac disease	K11_COELIAC	1347	7.115339362441567e-50	0.7411382217234286	2.2480776154639904e-50	0.23413645256778376	0.024725325708792757
IL4	GCST90241639	Psoriasis	L12_PSORIASIS	1049	4.8521558501382235e-06	4.105928507236482e-07	0.899310535224447	0.07607568334087922	0.024608518685973697
IL4	GCST90241639	Allergic contact dermatitis	L12_ALLERGICCONTACT	1049	0.015078287480437297	0.0012759353227384648	0.8846837240197579	0.07483843716173419	0.024123616015332174
IL4	GCST90241639	Psoriasis vulgaris	L12_PSORI_VULG	1049	0.00011856820542563807	1.0033325180499515e-05	0.8997553788579024	0.0761139327547618	0.024002086856729332
BMP6	GCST90240458	Female genital prolapse	N14_FEMGENPROL	4140	0.18681433086848295	0.04568844949882417	0.5976411839155227	0.1461390475213682	0.023716988195802098
IL2RA	GCST90241612	Type 1 diabetes, definitions combined	T1D	3853	3.523365329330339e-05	8.345188657476042e-06	0.7893377146427806	0.18693314483907536	0.02368556167619357
NELL2	GCST90242482	Pre-eclampsia	O15_PREECLAMPS	2726	0.22936485449913344	0.03925130077753948	0.6043250727804645	0.10339473129683178	0.023664040646030976
SATB1	GCST90240942	Other and unspecified rosacea	L12_ROSACEANAS	2683	0.07266346263813143	0.01349906536068947	0.7507344732529271	0.13944414732005941	0.023658851428192552
IL4	GCST90241639	Obesity related asthma	ASTHMA_OBESITY	1049	2.6553002696309814e-08	2.2469338185087285e-09	0.9002710293805875	0.07615799860937476	0.02357094321010043
MXRA8	GCST90241897	Hernia of abdominal wall	ABDOM_HERNIA	2795	1.104006696775312e-05	1.9067378920765814e-06	0.8326506209283266	0.14378413423344175	0.02355229803337156
TNFRSF4	GCST90243177	Pollen allergy	POLLENALLERG	2591	0.04608688758365827	0.007811950415689843	0.7891897298991074	0.13374831423243783	0.023163117869106367
TNFRSF4	GCST90243177	Allergic rhinitis	ALLERG_RHINITIS	2591	0.03979018189275791	0.006744628337360829	0.7955544994445315	0.1348272531440922	0.023083437181257657
IL2RA	GCST90241612	Type1 diabetes, definitions combined, early onset	T1D_EARLY	3853	0.02713994601771852	0.006428171605884072	0.7629161733444169	0.18067597521447326	0.02283973381750717
LTBR	GCST90243176	Chronic diseases of tonsils and adenoids	J10_CHRONTONSADEN	2489	4.4234666299763313e-35	6.531459896259679e-36	0.8514674520482185	0.1257004066944605	0.022832141257318764
LTBR	GCST90243176	Tonsillectomy and adenotomy	J10_TONSILLECTOMY	2489	6.3632010896713705e-24	9.39557053451698e-25	0.8514676292052095	0.12570043305605508	0.022831937738732825
LTBR	GCST90243176	Other diseases of upper respiratory tract	J10_UPPERDIS	2489	1.8942995862446978e-16	2.797023876073603e-17	0.8514688816300986	0.12570061942136457	0.022830498948539467
LTBR	GCST90243176	Acute appendicitis	K11_APPENDACUT	2489	2.6621956082632784e-17	3.9308590537425185e-18	0.8515244713798665	0.1257088913753095	0.022766637244824393
LTBR	GCST90243176	Nonsuppurative otitis media	H8_NONSUPPNAS	2489	2.584033050799954e-06	3.8154483019124406e-07	0.8515549832384457	0.12571343461773843	0.022728616565935195
LYPD3	GCST90241827	Statin medication	RX_STATIN	1500	1.8651639423302794e-18	1.7770384267860626e-19	0.8924615221687265	0.08500690650264574	0.022531571328625637
LTBR	GCST90243176	Acute appendicitis, no complications	APPENDACUT_NOCOMPLIC	2489	1.1785713543204512e-09	1.7402169338091577e-10	0.8517624707163223	0.12574430653068694	0.022493221400398434
IL2RA	GCST90241612	Atopic dermatitis	L12_ATOPIC	3853	1.246462153515998e-05	2.9522802358595877e-06	0.790429694868531	0.1871931071695527	0.022361781060144977
ADM	GCST90240213	Female genital prolapse	N14_FEMGENPROL	3286	7.294224457352409e-05	1.278140151394734e-05	0.831823472203869	0.14573501497896849	0.0223557891710747
LTBR	GCST90243176	Peritonsillar abscess	J10_PERITONSABSC	2489	1.5270319725056767e-11	2.2547356910388952e-12	0.851910344591172	0.12576631069176417	0.02232334469953964
CD70	GCST90240647	Asthma-related infections	ASTHMA_INFECTIONS	3906	0.2376634419907144	0.16651671689154124	0.33728632199373454	0.23629433740398073	0.0222391817200291
IL6ST	GCST90241649	Polymyalgia rheumatica	M13_POLYMYALGIA	1328	0.11242754705342384	0.8189675515824073	0.0056230244989300135	0.04093833251177755	0.022043544353461227
CRIM1	GCST90240839	Varicose veins	I9_VARICVE	2810	0.012973729454818199	0.002106230910032387	0.8284475776226836	0.13447301228973713	0.021999449722728538
LIF	GCST90241786	Chronic diseases of tonsils and adenoids	J10_CHRONTONSADEN	1905	2.912685412772432e-39	3.5362460155261375e-40	0.8723482926941316	0.1058886851389475	0.02176302216691377
LIF	GCST90241786	Autoimmune diseases	AUTOIMMUNE	1905	4.987237075378661e-07	6.054926892878957e-08	0.8724087043144058	0.10589608799346407	0.021694648419154194
LIF	GCST90241786	Disorders of the thyroid gland	E4_THYROID	1905	1.62119629264021e-15	1.968269180425426e-16	0.8724215071676245	0.10589765617970791	0.02168083665266736
LIF	GCST90241786	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	1905	1.0464140135341702e-14	1.2704349634616833e-15	0.8724465869654184	0.10590072923176497	0.021652683802804627
LIF	GCST90241786	Tonsillectomy and adenotomy	J10_TONSILLECTOMY	1905	7.712968787475389e-34	9.364195330873619e-35	0.8724496254470047	0.1059011015398753	0.02164927301312647
LTBR	GCST90243176	Appendectomy	K11_APPENDECTOMY	2489	0.016563879245088557	0.0024457359366665643	0.8359517980831858	0.12341065043528439	0.021627936299774858
IL2RA	GCST90241612	Infective dermatitis	L12_INFECT_DERM	3853	5.3076005900982155e-05	1.2571199436567998e-05	0.7911096543390437	0.18735504959118712	0.021469648864431576
IL2RA	GCST90241612	Dermatitis	L12_DERMATITISNAS	3853	4.378052784131874e-09	1.0369539636388712e-09	0.7912204463683411	0.18738136245419595	0.021398185762455068
IL2RA	GCST90241612	Dermatitis and eczema	L12_DERMATITISECZEMA	3853	3.3541387287335118e-12	7.944370753045937e-13	0.7912239080687599	0.1873821866480396	0.021393905279053
PLAUR	GCST90243297	Abdominal aortic aneurysm (AAA)	I9_ABAORTANEUR	1524	0.0003408642627655671	0.8841791835485785	3.6294732582016386e-05	0.09412479889844567	0.021318858557628093
IL4	GCST90241639	Atopic dermatitis	L12_ATOPIC	1049	6.478097787900627e-17	5.481812044279043e-18	0.9024031185993103	0.07634073229713449	0.021256149103552294
LILRB2	GCST90241795	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	1878	0.0	0.16612979598620956	0.0	0.812635895332489	0.02123430868120337
LTBR	GCST90243176	Diseases of middle ear and mastoid	H8_MIDDLEMASTOID	2489	1.998244285396804e-07	2.9505031923501217e-08	0.8529692151350337	0.12592387465219396	0.02110668088331155
IL6ST	GCST90241649	Dermatitis and eczema	L12_DERMATITISECZEMA	1328	0.11351444736604391	0.8268849713889395	0.004656791811743539	0.03390090496769532	0.021042884465577477
SNCA	GCST90240258	Other and unspecified degenerative diseases of nervous system	G6_DEGENOTH	655	0.7832784534867352	0.10619398786685906	0.07885090479841286	0.010669305899120842	0.021007347948872147
CFH	GCST90240779	Disorders of choroid and retina	H7_CHOROIDRETINA	2036	3.7001301380310425e-116	4.930345705802352e-72	7.347438810055432e-45	0.9790098015422668	0.020990198457757618
CD70	GCST90240646	Asthma-related acute respiratory infections	ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	3906	0.32090604297940173	0.08723223952526502	0.44891039501824953	0.1220068576296328	0.020944464847450828
CRIM1	GCST90240839	Hyperplasia of prostate	N14_PROSTHYPERPLA	2810	0.10128610667495387	0.01644337731710584	0.7411239124995834	0.12029752954700189	0.02084907396135488
CD70	GCST90240646	Asthma-related infections	ASTHMA_INFECTIONS	3906	0.31846596757853785	0.08656895116879887	0.4519593505211359	0.12283643369586457	0.020169297035662514
MXRA8	GCST90241897	Hernia	K11_HERNIA	2795	3.5766976680549928e-06	6.17734022094467e-07	0.8361343629134375	0.14438989456273976	0.019471548092131804
SNCA	GCST90240259	Dementia due to Parkinson's disease (more control exclusions)	PD_DEMENTIA_EXMORE	655	0.6769615764837988	0.09870744876293232	0.17885195181633218	0.02605889876914025	0.01942012416779654
LTBR	GCST90243176	Acute appendicitis, with complications	APPENDACUT_COMPLIC	2489	9.070946281861237e-06	1.3393685725943829e-06	0.8544364145014332	0.1261422093661055	0.019410965817606228
CD70	GCST90240646	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	3906	0.35325060718698265	0.09602449767690452	0.4177940459850057	0.11355003019376367	0.01938081895734357
PLAUR	GCST90243297	Coronary artery bypass grafting	I9_CABG	1524	0.0003175671960384995	0.8237481448979166	6.05208210506947e-05	0.15696807120258965	0.01890569588240527
PILRA	GCST90242192	COPD-related respiratory insufficiency	COPD_INSUFFICIENCY	1053	0.04490761035577752	0.044697460316770375	0.446811952468667	0.4447021666092231	0.018880810249561585
LTBR	GCST90243176	Sarcoidosis	D3_SARCOIDOSIS	2489	0.02353946489891139	0.003475714497872806	0.8314402714729022	0.12274733268854675	0.018797216441767087
