gene_symbol	disease	disease_category	immune_class	OR	FDR	PP_H4	n_categories	druggability	fda_target	category_label	novelty_priority	s_causal	s_coloc	s_pleio	s_drug	s_cell	p_known	p_mhc
MAPRE3	Hypertension	Cardiovascular	Immune-cell-enriched	0.8382669413697186	5.537486089312875e-05	1.2284103307296088e-45	2	0	0	novel nomination	1.8513374703512375	0.8513374703512374	1.2284103307296088e-45	0.5	0.0	0.5	0.0	0.0
ANXA11	Glaucoma	Neuro/Aging	Immune-cell-enriched	1.1922062043746104	6.545828178554407e-05	0.004340706066066	2	0	0	novel nomination	1.8411477858009402	0.8368070797348741	0.004340706066066	0.5	0.0	0.5	0.0	0.0
NUMB	Rheumatoid arthritis	Autoimmune	Immune-cell-enriched	0.7193194403952133	0.0066459572647418	0.9025751114062138	1	0	0	NOVEL colocalized	1.838063602541494	0.43548849113528015	0.9025751114062138	0.0	0.0	0.5	0.0	0.0
RAPGEF2	Alzheimer's disease	Neuro/Aging	Immune-cell-enriched	1.1525479017124547	0.0103893231597417	0.9394581158998632	1	0	0	NOVEL colocalized	1.8361406648593444	0.3966825489594811	0.9394581158998632	0.0	0.0	0.5	0.0	0.0
SERPING1	Venous thromboembolism	Cardiovascular	Complement/Coagulation	1.136976592701742	0.0215460538051828	0.0008879900035633	2	1	0	novel nomination	1.8342144419957922	0.333326451992229	0.0008879900035633	0.5	0.5	0.5	0.0	0.0
TMEM106A	Hypertension	Cardiovascular	Immune-cell-enriched	1.1129202440874162	0.0156175229077421	0.4586829520487956	1	1	0	novel nomination	1.8199605217206862	0.36127756967189073	0.4586829520487956	0.0	0.5	0.5	0.0	0.0
HNMT	Crohn's disease	Autoimmune	Immune-cell-enriched	0.6415181114658792	0.0168879963903021	0.925597686868574	1	0	0	NOVEL colocalized	1.7800820613741686	0.35448437450559456	0.925597686868574	0.0	0.0	0.5	0.0	0.0
MERTK	Type 2 diabetes	Metabolic	Immune-cell-enriched	1.0440200592823037	0.0466114470223556	0.0109512859085961	2	1	0	novel nomination	1.7772527688017208	0.2663014828931247	0.0109512859085961	0.5	0.5	0.5	0.0	0.0
PRKCQ	Rheumatoid arthritis	Autoimmune	Immune-cell-enriched	1.3345586596586652	0.0431753205286493	3.2053121059202626e-05	1	2	1	novel nomination	1.7729849390402381	0.27295288591917904	3.2053121059202626e-05	0.0	1.0	0.5	0.0	0.0
TNFRSF1A	Ankylosing spondylitis	Autoimmune	TNF superfamily	1.4604796934690565	0.0093220785064288	0.8592172926938795	1	3	1	recovered known axis	1.7653147414842154	0.40609744879033577	0.8592172926938795	0.0	1.5	0.5	1.5	0.0
MYL6B	Rheumatoid arthritis	Autoimmune	Immune-cell-enriched	1.396184655655942	0.0055229402576664	0.8096145801038143	1	0	0	NOVEL colocalized	1.7611805110175125	0.4515659309136983	0.8096145801038143	0.0	0.0	0.5	0.0	0.0
EPHB4	Dementia	Neuro/Aging	Immune-cell-enriched	1.067878096390665	0.0275275844220724	0.4319512431118273	1	1	0	novel nomination	1.7439976224691356	0.3120463793573084	0.4319512431118273	0.0	0.5	0.5	0.0	0.0
EVI2B	Type 2 diabetes	Metabolic	Immune-cell-enriched	0.774322451553972	0.0005284088001027	0.0774307203519533	1	1	0	novel nomination	1.7328367120062191	0.6554059916542658	0.0774307203519533	0.0	0.5	0.5	0.0	0.0
LTBP3	Type 2 diabetes	Metabolic	Cytokine/Interleukin	1.0757284166045944	0.010182537594924	0.328130644381161	1	1	0	novel nomination	1.7265594399374273	0.39842879555626626	0.328130644381161	0.0	0.5	0.5	0.0	0.0
FES	Coronary heart disease	Cardiovascular	Immune-cell-enriched	0.8904816949537475	1.5862140255712516e-06	0.0330073421947021	1	0	0	novel nomination	1.6929349850620061	1.159927642867304	0.0330073421947021	0.0	0.0	0.5	0.0	0.0
IL4	Coronary heart disease	Cardiovascular	Cytokine/Interleukin	1.2473590950313898	0.0071016825880177	0.2595698599568171	2	3	1	recovered known axis	1.6892976084631908	0.4297277485063734	0.2595698599568171	0.5	1.5	0.5	1.5	0.0
BCL7A	Crohn's disease	Autoimmune	Immune-cell-enriched	0.5728053077443792	0.0275275844220724	0.8741708810130064	1	0	0	NOVEL colocalized	1.6862172603703147	0.3120463793573084	0.8741708810130064	0.0	0.0	0.5	0.0	0.0
MAPRE3	Obesity	Metabolic	Immune-cell-enriched	0.7675585525647268	0.0006819829828028	0.0050269191694593	2	0	0	novel nomination	1.6382722115598778	0.6332452923904186	0.0050269191694593	0.5	0.0	0.5	0.0	0.0
CDKN1A	Atrial fibrillation	Cardiovascular	Immune-cell-enriched	1.3317000490958273	2.1480269213038847e-06		1	0	0	novel nomination	1.6335920559817911	1.1335920559817911	0.0	0.0	0.0	0.5	0.0	0.0
IL1RN	Hypertension	Cardiovascular	Cytokine/Interleukin	0.8305428779673497	0.0055373746945546	0.1779421062435512	1	1	0	novel nomination	1.6292813239080877	0.45133921766453655	0.1779421062435512	0.0	0.5	0.5	0.0	0.0
ADAM15	Atrial fibrillation	Cardiovascular	Immune-cell-enriched	0.9299855235794624	0.0009651095797988	1.983331869769996e-43	1	1	0	novel nomination	1.6030846746990892	0.6030846746990892	1.983331869769996e-43	0.0	0.5	0.5	0.0	0.0
ANXA11	Sarcoidosis	Autoimmune	Immune-cell-enriched	0.7251670635232493	0.0009651095797988	1.4036874810500105e-18	2	0	0	novel nomination	1.6030846746990892	0.6030846746990892	1.4036874810500105e-18	0.5	0.0	0.5	0.0	0.0
SLC16A1	Hypertension	Cardiovascular	Immune-cell-enriched	0.8276151343209475	0.0010533075436071	7.215970130861856e-50	1	1	0	novel nomination	1.595488961092323	0.5954889610923231	7.215970130861856e-50	0.0	0.5	0.5	0.0	0.0
ADM	Hypertension	Cardiovascular	Immune-cell-enriched	1.0699589450331417	0.0017384306889075	6.258705334462916e-09	1	1	0	novel nomination	1.5519685302430661	0.5519685239843608	6.258705334462916e-09	0.0	0.5	0.5	0.0	0.0
PVALB	Sarcoidosis	Autoimmune	Immune-cell-enriched	0.8824007148858183	0.0432695410517407	0.7736110441665229	1	0	0	novel nomination	1.546374586410594	0.27276354224407096	0.7736110441665229	0.0	0.0	0.5	0.0	0.0
JMJD1C	Hypertension	Cardiovascular	Immune-cell-enriched	1.6671465461882875	5.178939659045666e-05	0.1890030739110917	1	0	0	novel nomination	1.5461549037135436	0.8571518298024519	0.1890030739110917	0.0	0.0	0.5	0.0	0.0
RAB44	Ankylosing spondylitis	Autoimmune	Immune-cell-enriched	0.8122566172256516	0.0019703888083313		2	0	0	novel nomination	1.5410896135847614	0.5410896135847614	0.0	0.5	0.0	0.5	0.0	0.0
PSAP	Coronary heart disease	Cardiovascular	Immune-cell-enriched	0.8174569294129628	0.0336766945926516	0.745136053465194	1	0	0	novel nomination	1.5396701617845798	0.29453410831938587	0.745136053465194	0.0	0.0	0.5	0.0	0.0
TNFSF8	Coeliac disease	Autoimmune	TNF superfamily	0.7603789611279782	0.0183618964692358	0.6884886543893418	1	1	0	novel nomination	1.5357051475175005	0.34721649312815883	0.6884886543893418	0.0	0.5	0.0	0.0	0.0
SNX2	Psoriasis	Autoimmune	Immune-cell-enriched	0.6132116720854147	0.0315021171172835	0.7074472232582114	1	0	0	novel nomination	1.5077792749037395	0.300332051645528	0.7074472232582114	0.0	0.0	0.5	0.0	0.0
VNN2	Coronary heart disease	Cardiovascular	Immune-cell-enriched	1.0454011597851285	0.0029875916748453		1	1	0	novel nomination	1.504935751885341	0.504935751885341	0.0	0.0	0.5	0.5	0.0	0.0
TNFSF12	Hypertension	Cardiovascular	TNF superfamily	1.059272096895342	9.45764429027128e-06	1.8018632630945025e-08	1	1	0	novel nomination	1.5048434228553758	1.0048434048367432	1.8018632630945025e-08	0.0	0.5	0.0	0.0	0.0
MPO	Type 2 diabetes	Metabolic	Immune-cell-enriched	1.0745197237685855	0.0432695410517407	0.2290931491296866	2	0	0	novel nomination	1.5018566913737574	0.27276354224407096	0.2290931491296866	0.5	0.0	0.5	0.0	0.0
C2	Rheumatoid arthritis	Autoimmune	Complement/Coagulation	4.411784661989173	1.042320866837852e-34		2	1	0	MHC-caution	1.5	2.0	0.0	0.5	0.5	0.5	0.0	2.0
C2	Type 1 diabetes	Metabolic	Complement/Coagulation	25.666559507748048	1.3235340248547082e-37		2	1	0	MHC-caution	1.5	2.0	0.0	0.5	0.5	0.5	0.0	2.0
CRISP3	Glaucoma	Neuro/Aging	Immune-cell-enriched	1.320205869625204	0.0037918629307705		1	1	0	novel nomination	1.484229474007613	0.4842294740076129	0.0	0.0	0.5	0.5	0.0	0.0
TGFB2	Venous thromboembolism	Cardiovascular	Cytokine/Interleukin	1.900106039681458	0.0115886799288324	0.5734450340939056	1	1	0	novel nomination	1.4606382404693479	0.38719320637544236	0.5734450340939056	0.0	0.5	0.0	0.0	0.0
PFKFB2	Heart failure	Cardiovascular	Immune-cell-enriched	0.6648552824020466	0.0423195031735599	0.6516989025385677	1	0	0	novel nomination	1.426390790441308	0.27469188790274024	0.6516989025385677	0.0	0.0	0.5	0.0	0.0
ADAMTSL4	Hypertension	Cardiovascular	Immune-cell-enriched	1.064719000626806	0.010182537594924	0.0174263323739403	1	1	0	novel nomination	1.4158551279302065	0.39842879555626626	0.0174263323739403	0.0	0.5	0.5	0.0	0.0
LDLR	Hypertension	Cardiovascular	Immune-cell-enriched	0.7132227918364444	0.0090356114494124	1.316313653227311e-10	1	1	0	novel nomination	1.4088084907196885	0.40880849058805707	1.316313653227311e-10	0.0	0.5	0.5	0.0	0.0
DENR	Atrial fibrillation	Cardiovascular	Immune-cell-enriched	1.2341789500838978	0.002255868825721	0.3777568615216816	1	0	0	novel nomination	1.407094092984403	0.5293372314627214	0.3777568615216816	0.0	0.0	0.5	0.0	0.0
PACS2	Type 2 diabetes	Metabolic	Immune-cell-enriched	1.387487383466108	0.038510778045853	0.6151813637041613	1	0	0	novel nomination	1.3980649051231766	0.2828835414190153	0.6151813637041613	0.0	0.0	0.5	0.0	0.0
GSTM4	Heart failure	Cardiovascular	Immune-cell-enriched	1.0438119594405235	0.0442080241076727	0.6225287105003765	1	0	0	novel nomination	1.3934284896196822	0.27089977911930585	0.6225287105003765	0.0	0.0	0.5	0.0	0.0
MPO	Hypertension	Cardiovascular	Immune-cell-enriched	1.071594531946834	0.0124510329798526	1.8870763541741658e-08	2	0	0	novel nomination	1.3809589421773447	0.3809589233065811	1.8870763541741658e-08	0.5	0.0	0.5	0.0	0.0
BMP6	Type 2 diabetes	Metabolic	Immune-cell-enriched	0.825530025367144	0.0124510329798526		1	1	0	novel nomination	1.380958923306581	0.3809589233065811	0.0	0.0	0.5	0.5	0.0	0.0
SORT1	Coronary heart disease	Cardiovascular	Immune-cell-enriched	0.7139935677466863	0.0129360834268435	9.078216880477684e-14	1	1	0	novel nomination	1.3776394384518853	0.37763943845179454	9.078216880477684e-14	0.0	0.5	0.5	0.0	0.0
GDF15	Obesity	Metabolic	Immune-cell-enriched	0.841960417511216	0.0179577741912377	0.0037122979751081	1	1	0	novel nomination	1.3528617967245276	0.3491494987494194	0.0037122979751081	0.0	0.5	0.5	0.0	0.0
RAB44	Heart failure	Cardiovascular	Immune-cell-enriched	0.9389576078792043	0.0174336532880649		2	0	0	novel nomination	1.3517223190599696	0.35172231905996976	0.0	0.5	0.0	0.5	0.0	0.0
TGFB2	Atrial fibrillation	Cardiovascular	Cytokine/Interleukin	1.853451991987692	0.0100492198756967	0.4417292846165523	1	1	0	novel nomination	1.3413028148887434	0.39957353027219106	0.4417292846165523	0.0	0.5	0.0	0.0	0.0
LDLR	Coronary heart disease	Cardiovascular	Immune-cell-enriched	0.6425092545955702	0.0206417010702856	1.4054557250208054e-10	1	1	0	novel nomination	1.337050903264657	0.3370509031241114	1.4054557250208054e-10	0.0	0.5	0.5	0.0	0.0
TPPP3	Coronary heart disease	Cardiovascular	Immune-cell-enriched	0.8232975362902791	0.0476434773090409	0.5472745460308236	1	0	0	novel nomination	1.3116738557498842	0.26439930971906067	0.5472745460308236	0.0	0.0	0.5	0.0	0.0
EDN1	Ankylosing spondylitis	Autoimmune	Immune-cell-enriched	2.024271739274989	0.0336766945926516		1	1	0	novel nomination	1.294534108319386	0.29453410831938587	0.0	0.0	0.5	0.5	0.0	0.0
VAT1	Hypertension	Cardiovascular	Immune-cell-enriched	1.0693810397620036	0.0168879963903021	0.4240708865185141	1	0	0	novel nomination	1.2785552610241087	0.35448437450559456	0.4240708865185141	0.0	0.0	0.5	0.0	0.0
CD14	Atrial fibrillation	Cardiovascular	HLA/Antigen presentation	0.8999090916998057	0.0432695410517407	0.0023970977484307	1	1	0	novel nomination	1.2751606399925017	0.27276354224407096	0.0023970977484307	0.0	0.5	0.5	0.0	0.0
PINLYP	Coronary heart disease	Cardiovascular	Immune-cell-enriched	1.1791695035372822	0.0423195031735599	2.7375964180672512e-05	1	1	0	novel nomination	1.274719263866921	0.27469188790274024	2.7375964180672512e-05	0.0	0.5	0.5	0.0	0.0
NRN1	Type 2 diabetes	Metabolic	Immune-cell-enriched	1.0884674475658291	0.0427806795784465		1	1	0	novel nomination	1.2737504641734443	0.27375046417344434	0.0	0.0	0.5	0.5	0.0	0.0
RELB	Dementia	Neuro/Aging	Immune-cell-enriched	0.3709450450168854	0.0004974764306812	4.463957874315477e-06	1	0	0	novel nomination	1.160649962023967	0.6606454980660926	4.463957874315477e-06	0.0	0.0	0.5	0.0	0.0
STK11	Coronary heart disease	Cardiovascular	Immune-cell-enriched	1.1093549553793438	0.0136424038425075	0.2860182804384474	1	0	0	novel nomination	1.1590401001638748	0.3730218197254274	0.2860182804384474	0.0	0.0	0.5	0.0	0.0
IL6ST	Psoriasis	Autoimmune	Cytokine/Interleukin	1.578291354919277	0.0252279586907883	0.8120194518935863	1	2	0	recovered known axis	1.1316430296552484	0.3196235777616622	0.8120194518935863	0.0	1.0	0.5	1.5	0.0
CLINT1	Hypertension	Cardiovascular	Immune-cell-enriched	1.4368403263327851	0.0009005485913327	7.271173208394247e-12	1	0	0	novel nomination	1.109098569762542	0.6090985697552708	7.271173208394247e-12	0.0	0.0	0.5	0.0	0.0
MYL4	Hypertension	Cardiovascular	Immune-cell-enriched	1.6566342513940038	0.0010548098707932	4.136818779541329e-06	1	0	0	novel nomination	1.095369299774826	0.5953651629560466	4.136818779541329e-06	0.0	0.0	0.5	0.0	0.0
HIP1R	Atrial fibrillation	Cardiovascular	Immune-cell-enriched	1.4647311240006111	0.008565631038483	0.1776341143371893	1	0	0	novel nomination	1.0910822416606365	0.41344812732344705	0.1776341143371893	0.0	0.0	0.5	0.0	0.0
C2	Coeliac disease	Autoimmune	Complement/Coagulation	3.676316273878641	1.7169434259454512e-08		2	1	0	MHC-caution	1.0530488029601868	1.553048802960187	0.0	0.5	0.5	0.5	0.0	2.0
KRT18	Hypertension	Cardiovascular	Immune-cell-enriched	1.2352797991689988	0.0090841805644236	2.244322663911587e-21	1	0	0	novel nomination	0.9083428483965494	0.4083428483965494	2.244322663911587e-21	0.0	0.0	0.5	0.0	0.0
PHOSPHO1	Coronary heart disease	Cardiovascular	Immune-cell-enriched	0.8505198613697235	0.0368286582055251	0.0043036061821252	1	0	0	novel nomination	0.7910664269213337	0.2867628207392084	0.0043036061821252	0.0	0.0	0.5	0.0	0.0
RELB	Alzheimer's disease	Neuro/Aging	Immune-cell-enriched	0.3568883843979301	0.0476434773090409	4.4489363097868015e-06	1	0	0	novel nomination	0.7644037586553705	0.26439930971906067	4.4489363097868015e-06	0.0	0.0	0.5	0.0	0.0
C2	Ankylosing spondylitis	Autoimmune	Complement/Coagulation	3.3482720524801994	2.6988395901181023e-05		2	1	0	MHC-caution	0.41376458553381257	0.9137645855338127	0.0	0.5	0.5	0.5	0.0	2.0
TNFRSF14	Obesity	Metabolic	TNF superfamily	1.0928516730640638	0.013161553730333	0.4606300149700093	2	1	0	recovered known axis	0.3367685827575906	0.3761385677875812	0.4606300149700093	0.5	0.5	0.0	1.5	0.0
TNFRSF14	Multiple sclerosis	Autoimmune	TNF superfamily	0.7302166192022661	0.0026384172873563	0.0359298748437962	2	1	0	recovered known axis	0.05166117806766346	0.5157313032238673	0.0359298748437962	0.5	0.5	0.0	1.5	0.0
TNFRSF14	Rheumatoid arthritis	Autoimmune	TNF superfamily	0.8739742552963211	0.0046759749953051	0.0832306904289751	2	1	0	recovered known axis	0.04925625440620918	0.4660255639772342	0.0832306904289751	0.5	0.5	0.0	1.5	0.0
C2	Psoriasis	Autoimmune	Complement/Coagulation	1.6201595163871174	0.0059591516846031		2	1	0	MHC-caution	-0.055036888024635466	0.44496311197536464	0.0	0.5	0.5	0.5	0.0	2.0
C2	Sjogren syndrome	Autoimmune	Complement/Coagulation	2.6145118762831148	0.0066215761611703		2	1	0	MHC-caution	-0.06419227573153652	0.43580772426846337	0.0	0.5	0.5	0.5	0.0	2.0
C2	Systemic lupus erythematosus	Autoimmune	Complement/Coagulation	4.063588070051411	0.0275275844220724		2	1	0	MHC-caution	-0.18795362064269172	0.3120463793573084	0.0	0.5	0.5	0.5	0.0	2.0
