gene	disease	disease_code	nsnp	PP_H0	PP_H1	PP_H2	PP_H3	PP_H4
SATB1	Other and unspecified rosacea	L12_ROSACEANAS	4323	1.6435958941096573e-84	0.0022540953106828746	1.6626748991915508e-83	0.02182669125114879	0.975919213438166
CDH2	Diabetic retinopathy	DM_RETINOPATHY	4885	0.0	0.00435564332215248	0.0	0.02059844277544849	0.9750459139023977
RTN4R	Chronic diseases of tonsils and adenoids	J10_CHRONTONSADEN	4989	8.47116423408429e-09	0.0012990160185873268	1.627933411073244e-07	0.02398893561859023	0.974711877098318
PFKFB2	Atrial fibrillation and flutter with reimbursement	I9_AF_REIMB	3971	2.27342791302224e-15	0.015187794835105205	1.6779236652136884e-15	0.010234909589960584	0.9745772955749294
SPINK8	Type 2 diabetes, definitions combined	T2D	2470	2.5597132130433177e-96	3.3418907580936224e-05	2.025407322603908e-93	0.025468659766395823	0.9744979213260146
CLINT1	Immunodeficiency with predominantly antibody defects	D3_IMMUDEFANTIBODY	6144	3.0010882178179307e-12	0.014918399928680557	2.3363676729793488e-12	0.010639634261281146	0.9744419658047014
KLK1	Dyshidrosis [pompholyx]	L12_DYSHIDROSIS	6320	2.784709402167051e-83	0.010866737994744953	4.0565332234545086e-83	0.01485548301110941	0.9742777789941409
CLEC4C	Disorders of the thyroid gland	E4_THYROID	5554	0.0	0.013377835706610776	0.0	0.012539341304988077	0.9740828229892411
IFNGR2	Psoriasis	L12_PSORIASIS	4677	0.0	0.0027905061926923437	0.0	0.02342059593465383	0.9737888978727246
IFNGR2	Cardiovascular diseases (excluding rheumatic etc)	FG_CVD	4677	0.0	0.007014441458773755	0.0	0.019369306954659857	0.9736162515866412
IGF1R	Acute laryngitis and tracheitis	J10_LARYNGITIS	6860	1.347531705688104e-78	0.016574960403905638	9.319177326269295e-79	0.010489874543087481	0.9729351650530134
IL10	Other diseases of upper respiratory tract	J10_UPPERDIS	3083	9.308891687225143e-93	0.01981011216703365	3.946201919397824e-93	0.007425088057865729	0.972764799775089
TNFSF13	Persistent delusional disorders	F5_DELUSIO	5618	1.7171463506689404e-278	0.006172226208369039	6.412632546806897e-278	0.022078247729338054	0.9717495260623084
CD84	Other diseases of anus and rectum	K11_OTHANRECT	5486	0.0	0.001304036573715512	0.0	0.02726875452912735	0.9714272088971736
CD46	Separation of retinal layers (serosa)	H7_RETINASEPAR	5211	8.476509659176293e-15	2.694039991314972e-06	9.364861329890027e-11	0.028792591884221015	0.971204713982128
SATB1	Dermatitis and eczema	L12_DERMATITISECZEMA	4323	5.977281508136203e-90	8.197322988208928e-09	2.170982529689474e-83	0.028801943761322543	0.9711980480413488
MYL6B	Atopic dermatitis	L12_ATOPIC	3502	3.5613320068910834e-31	0.01307260082214143	4.652659679741472e-31	0.016107723587672897	0.9708196755901926
IL18R1	Carcinoma in situ of skin (controls excluding all cancers)	CD2_INSITU_SKIN_EXALLC	5074	0.0	0.013331311622788902	0.0	0.016252919463320095	0.970415768913893
CSF2RB	Androgenic alopecia	L12_ALOPECANDRO	6190	5.363391314702127e-56	0.016099411431425983	4.962174888955784e-56	0.013925095637344292	0.9699754929312228
DPEP2	Seropositive rheumatoid arthritis, strict definition	RHEUMA_SEROPOS_STRICT	3549	3.184800937844689e-161	0.01393485013729537	3.902745132254026e-161	0.01610620047262483	0.9699589493900955
NOMO1	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	3017	2.365456601172549e-69	0.00016977723604449493	4.3427943494035156e-67	0.030200150044399177	0.9696300727195557
TNFRSF14	Follicular lymphoma, hilmo (controls excluding all cancers)	CD2_FOLLICULAR_LYMPHOMA_EXALLC	6039	0.0	0.0006657198021168529	0.0	0.0299872308178956	0.9693470493799426
ITGA6	Somatoform disorder	F5_SOMATOFORM	6002	3.1359553912128006e-09	0.0056730029596422015	1.4381984477808797e-08	0.02504800454147356	0.9692789749809431
CPVL	Adenomyosis (Endometriosis of uterus)	N14_ENDOMETRIOSIS_UTERUS	6346	0.0	0.01692827478778047	0.0	0.01388248023212526	0.9691892449799133
STAM	Viral warts	AB1_VIRAL_WARTS	6103	1.0980740010437926e-131	0.011088026237006565	2.125259386384942e-131	0.020491820061696104	0.9684201537012883
LRP1	Coronary atherosclerosis	I9_CORATHER	3675	6.154532860221782e-07	0.002547135894897297	7.26083368944275e-06	0.029081569756871532	0.968363418061256
PFKFB2	Hypertension	I9_HYPTENS	3971	1.683641205114591e-15	0.011247617097303327	3.234887432875449e-15	0.020642655730058544	0.9681097271726353
RAPGEF2	Dementia, including avohilmo	F5_DEMENTIA_INCLAVO	4844	0.0	0.006706650864368937	0.0	0.0261053512631261	0.967187997872393
TGFB2	Other hammer toe(s) (acquired)	M13_HAMMERTOE	6008	7.3848975572940266e-09	0.0020784072632175203	1.1319982416638987e-07	0.030891954973403888	0.9670295171786568
PDCD1	Gender identity disorders	F5_GENDER	4481	7.560820411162677e-76	0.0003523747326830206	7.207110068466668e-74	0.03262196793976368	0.9670256573275636
TNFRSF14	Suggestive for eosinophilic asthma	ASTHMA_EOSINOPHIL_SUGG	6039	0.0	9.307651082941543e-05	0.0	0.033630939546454665	0.9662759839427036
SWAP70	Rheumatoid arthritis	M13_RHEUMA	5601	2.992645095857852e-259	0.015417811196291783	3.7797699438079146e-259	0.01850692520668916	0.9660752635970075
PHOSPHO1	Retinal detachment with retinal break	H7_RETINALDETACHBREAK	4699	4.2296995025136025e-84	0.005200495949199693	2.4258676900839492e-83	0.028860565492970884	0.9659389385578431
NOMO1	Fracture of skull and facial bones	ST19_FRACT_SKULL_FACIAL_BONES	3017	1.6717305740182946e-67	0.012504683285860633	3.0295408886328044e-67	0.02169541710670589	0.9657998996074274
MYL4	Heart failure and bmi 25plus	I9_HEARTFAIL_AND_OVERWEIGHT	3523	1.8279325879442914e-06	0.0037999695466283097	1.5147250960909567e-05	0.03052296960791133	0.9656600856619113
SLC16A1	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	4394	7.363489955437199e-50	0.007730360503763605	2.639771959355364e-49	0.026747408753125004	0.9655222307431097
IL18	Atopic dermatitis	L12_ATOPIC	4636	4.4764586318350466e-110	0.016941444797123128	4.943067480048086e-110	0.01774203939409215	0.9653165158087861
LTBR	Appendectomy	K11_APPENDECTOMY	5373	2.877538997686574e-201	0.0007011987348909803	1.453168769821719e-199	0.034445965359827725	0.964852835905283
NOMO1	Nerve, nerve root and plexus disorders	G6_NERPLEX	3017	8.432701364750142e-68	0.006236248259418502	4.0609635839099486e-67	0.029067408419195445	0.9646963433213919
CXCL6	Corneal scars and opacities	H7_CORNEALSCAR	4431	1.9787933860964167e-19	0.0020351172713127417	3.3921063705999045e-18	0.033922542127705506	0.9640423406009784
PSRC1	Heart failure and coronary heart disease	I9_HEARTFAIL_AND_CHD	4665	0.0	0.011511986637236508	0.0	0.024753633950121885	0.9637343794125824
OCLN	Hyperplasia of prostate	N14_PROSTHYPERPLA	2246	7.920506436946643e-35	0.025783583357593867	3.5443247798826014e-35	0.010574179761748879	0.963642236880657
LTBR	Diseases of middle ear and mastoid	H8_MIDDLEMASTOID	5373	3.661090687491631e-206	8.875376477656906e-09	1.5603638645578804e-199	0.0368638884706496	0.9631361026539722
LTBR	Eustachian salpingitis and obstruction	H8_EUSTSALP	5373	2.521567709167631e-200	0.006112894938447701	1.3216532798109074e-199	0.031077288155342983	0.9628098169062081
TXK	Reimbursement for rheumatic diseases	K11_REIMB_202	4540	7.44853781047411e-304	0.01164839556392895	1.726847157995704e-303	0.026042989991266825	0.9623086144448586
CTLA4	Type 1 diabetes, definitions combined	T1D	4428	2.8187289636953418e-70	1.1745601666851566e-06	9.585099730960961e-66	0.038979949136923306	0.961018876302924
CD79B	Dorsopathies	M13_DORSOPATHY	3278	1.4133565432712403e-35	0.010562564759160087	4.034312778370888e-35	0.029189745376727742	0.9602476898641152
SATB1	Infective dermatitis	L12_INFECT_DERM	4323	9.70524845306495e-85	0.0013309906207746173	2.881124345436773e-83	0.038552003674221146	0.9601170057050052
F12	Obesity, other/unspecified	E4_OBESITYNAS	4873	2.9364943582613634e-18	0.02487436880229377	1.8937582922812145e-18	0.01508154715964316	0.9600440840380627
CD226	Autoimmune diseases	AUTOIMMUNE	6361	0.0	6.924019592724058e-07	0.0	0.03996907651621894	0.9600302310818216
CMC1	Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)	C3_MELANOMA_SKIN_EXALLC	5669	5.314205787220448e-151	0.01223808500512087	1.2929989761058722e-150	0.028817530247023927	0.9589443847478342
IL2RA	Prurigo nodularis	L12_PRURIGONOD	8103	2.6108732315442875e-50	0.021462118529530456	2.5010338527487394e-50	0.019600270068824286	0.9589376114016493
CTLA4	Other (seronegative) rheumatoid arthritis, wide	RHEUMA_OTHER_WIDE	4428	3.8683450205265394e-66	0.016119336514328782	6.246437777489168e-66	0.02507000321669482	0.9588106602689636
VMO1	Substance abuse (more control exclusions)	KRA_PSY_SUBSTANCE_EXMORE	6388	7.889858103103604e-266	0.029053935965785184	3.786440088772001e-266	0.0129853810653678	0.9579606829688398
CTLA4	Second line medication for Crohn's disease	RX_CROHN_2NDLINE	4428	3.496302443104646e-67	0.0014569021350074696	1.002264396567432e-65	0.0408064173926638	0.9577366804723266
PRKCQ	Allergic asthma (mode)	ALLERG_ASTHMA	7798	1.2154041962516533e-68	0.0037053438548332496	1.3018833971286867e-67	0.03873232569311373	0.9575623304520641
CCL8	Mucosal proctocolitis	MUCOPROCT	6071	1.8730835544971164e-06	0.00011362460701908163	0.0007030577769747301	0.04169125520628968	0.9574901893261616
TNFSF14	Disorders of the thyroid gland	E4_THYROID	6996	5.784927449740591e-189	0.0008638666620972198	2.863718725728953e-187	0.041806752939973595	0.9573293803979437
LTBP2	Hallux rigidus	M13_HALLUXRIGIDUS	5062	3.2770938350997823e-57	0.009653138715463265	1.154697157396687e-56	0.033055930525751634	0.9572909307587748
PTPRN2		EVER_SMOKER	7015	0.0	0.0007753160429344112	0.0	0.04194649298048059	0.9572781909766227
ERBB3	Basal cell carcinoma, excluding all cancers (controls excluding all cancers)	C3_BASAL_CELL_CARCINOMA_EXALLC	3989	3.2234865084474625e-89	0.018017426504856146	4.59959449524011e-89	0.024751844072954332	0.9572307294221828
LTBP3	Gestational diabetes (for exclusion)	GEST_DIABETES	3546	0.0	0.01446443224203152	0.0	0.02872873836027091	0.9568068293976514
CCL8	Ulcerative colitis (strict definition, require KELA, min 2 HDR)	K11_UC_STRICT2	6071	6.158208001582175e-07	3.7355892041304895e-05	0.0007195552868444592	0.04269190951809656	0.956550563482218
SCARB1	Major coronary heart disease event	I9_CHD	6498	0.0	0.013675467501795428	0.0	0.03075673348183614	0.9555677990163981
PCDH12	Haemangioma and lymphangioma, any site	CD2_BENIGN_HEAMANGIOMA_LYMPHANGIOMA	5729	6.814341541181878e-60	0.01481686692919834	1.4263822240286278e-59	0.03005963482562393	0.9551234982451906
PDLIM7	Venous thromboembolism	I9_VTE	4983	1.0206939150497522e-29	0.032384381114741796	4.2871215882169086e-30	0.01264712880382541	0.9549684900814279
PLAU	Acute appendicitis, no complications	APPENDACUT_NOCOMPLIC	3997	8.888365256788762e-163	0.02783845803020382	5.839088179686072e-163	0.01733326030703532	0.9548282816627726
CCL8	Inflammatory bowel disease, strict (require KELA)	K11_IBD_STRICT	6071	1.5275958716709544e-08	9.266275277850476e-07	0.0007521647212600637	0.04467113907471096	0.9545757543005431
PCDH12	Haemangioma, any site	CD2_BENIGN_HEMANGIOMA	5729	5.763312853755145e-60	0.01253154630371392	1.5605333718950525e-59	0.03297720169027681	0.954491252006009
PACS2	Chronic pancreatitis	K11_CHRONPANC	5467	1.310518127236131e-12	0.007926231487072931	6.3761443130441095e-12	0.03760951648952295	0.9544642520157178
DAPK2	Primary angle-closure glaucoma	H7_GLAUCCLOSEPRIM	4871	1.0229668630267533e-91	0.006881660028324058	5.888079676653072e-91	0.038655581338513934	0.9544627586331742
DSG2	Lumbar disc prolapse	M13_LUMBAR_PROLAPSE	5222	4.110553083391803e-05	0.023648086184091935	4.119712803223604e-05	0.02274725986654925	0.9535223512904932
GZMB	Asthma-related infections	ASTHMA_INFECTIONS	6279	0.0	0.009446007164412925	0.0	0.0372144356178048	0.9533395572177691
RTN4R	Dermatitis and eczema	L12_DERMATITISECZEMA	4989	2.0600775140724783e-07	0.03160814341348763	1.0882073164737118e-07	0.015743914850837218	0.9526476269071914
MAPRE3	Pain (limb, back, neck, head abdominally)	PAIN	3821	1.5460551988662114e-77	0.00014942871371138907	4.998675181275057e-75	0.04736050698436198	0.9524900643019176
BAG3	AV-block	I9_AVBLOCK	6066	1.7299103750682858e-90	0.0001473178990266153	5.715462052968584e-88	0.04772032337913185	0.9521323587218392
CCL8	Noninfective enteritis and colitis	K11_ENERCOLNONINF	6071	3.9060980546535096e-07	2.369509119720839e-05	0.0007924066795320178	0.047116743270820154	0.9520667643486456
TNFRSF4	Hypothyroidism, drug reimbursement	HYPOTHY_REIMB	4147	1.9447580260710427e-120	0.002831299911375427	3.181746353533661e-119	0.045370047294171635	0.9517986527944677
AXL	Suggestive for eosinophilic asthma	ASTHMA_EOSINOPHIL_SUGG	4716	3.624229409105695e-60	1.2365259341505974e-05	1.4448614097347713e-56	0.04834459079549303	0.9516430439451556
CRIM1	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	7127	3.4701327557638616e-70	1.2284221708303084e-06	1.4046023359546593e-65	0.04877150013201551	0.951227271445819
CD226	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	6361	0.0	0.001016686310225044	0.0	0.04836792816131133	0.9506153855284463
SERPING1	Thyrotoxicosis	THYROTOXICOSIS	5203	2.2093909448090806e-248	0.012702607358385583	6.746225497238446e-248	0.03783709028248835	0.949460302359127
SERPING1	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	5203	4.9811289681033514e-251	2.84732826594119e-05	9.01576842683527e-248	0.050586828166619344	0.9493846985506842
PLAUR	Coronary artery bypass grafting	I9_CABG	6392	9.895745578254518e-28	0.00038347282203017683	1.3211527322333554e-25	0.050246991825806546	0.9493695353521621
JMJD1C	Cholecystectomy	K11_CHOLECYSTECTOMY	5289	1.1817604982056843e-08	0.00016671665011992412	3.6568519149191243e-06	0.050639782905562016	0.9491898317747983
IL18	Contact urticaria	L12_URTIGA_CONTACT	4636	4.871640189278389e-110	0.018381075470570905	9.212359517747881e-110	0.033811137656271306	0.9478077868731524
LTBP3	Obesity	E4_OBESITY	3546	0.0	0.002893442393473828	0.0	0.04977485065127471	0.9473317069552675
PIK3IP1	Hernia	K11_HERNIA	5764	0.0	0.009580111444278191	0.0	0.04330386645037399	0.9471160221052393
CTLA4	Autoimmune diseases excluding thyroid diseases	AUTOIMMUNE_NONTHYROID	4428	6.743345258746504e-75	2.8098648327546e-11	1.3021846639381857e-65	0.05331366594745344	0.9466863340244458
IL18RAP	Acute suppurative otitis media	H8_SUP_ACUTE	5104	0.0	0.007455171568603975	0.0	0.046125529945726294	0.946419298486007
CRIM1	Diseases of male genital organs	N14_MALEGEN	7127	9.386408072907999e-66	0.03322533842881955	6.059988102094017e-66	0.020504443836326956	0.9462702177348651
STEAP4	Hypertrophy of breast in women and men	N14_HYPERTROPHYBREAST_BOTH	4815	0.0	0.005247786846090386	0.0	0.04877671364764305	0.945975499506495
IL1RL1	Lichen ruber planus, wide definition including periferal and oral lichen planus	K11_LICHEN_PLANUS_WIDE	5122	4.9687682522047366e-147	2.968013519252823e-06	9.551889756014678e-143	0.0561127875326721	0.943884244453802
TNFRSF4	Pollen allergy	POLLENALLERG	4147	2.3980196667419692e-120	0.003415020691112571	3.7796447948311105e-119	0.0528822327051329	0.943702746603771
CFH	Visual impairment including blindness (binocular or monocular)	H7_BLINDANDVISIMPAIRMENT	4143	4.565936978548027e-40	1.4806488794001344e-09	1.7876583879158336e-32	0.05702748132949414	0.9429725171898509
DUSP13	Substance use, excluding alcohol	F5_SUBSNOALCO	3882	5.334331090663507e-06	0.010973832392830937	2.2865373275476926e-05	0.046095943082446716	0.9429020248203569
CDH2	Disorders of choroid and retina	H7_CHOROIDRETINA	4885	0.0	0.03088951807614162	0.0	0.026753245226856712	0.9423572366971067
ANXA2	Hypertension, essential	I9_HYPTENSESS	5590	1.2437138469543742e-199	0.03825392210056437	6.726139476288663e-200	0.01974613633621258	0.9419999415632092
CRIM1	Phlebitis and thrombophlebitis (not including DVT)	I9_PHLETHROM	7127	4.1896475343449484e-66	0.014831294020683554	1.2614001136988978e-65	0.04371193187166755	0.9414567741076386
CFH	Macular pucker	MACULAR_PUCKER	4143	6.451375081976619e-34	0.0020924942526414593	1.7896381740759303e-32	0.05710585578317137	0.9408016499641874
PLAU	Inflammatory bowel disease, strict (require KELA)	K11_IBD_STRICT	3997	1.507157143085354e-164	0.00047234268324545473	1.906300842953762e-162	0.05880269724144909	0.9407249600753104
ERBB3	Malignant neoplasm of skin, excluding all cancers (controls excluding all cancers)	C3_SKIN_EXALLC	3989	1.510008048927169e-89	0.008440072254681165	9.322998452008821e-89	0.051169782791632944	0.9403901449536759
MYL6B	Seropositive rheumatoid arthritis, wide	RHEUMA_SEROPOS_WIDE	3502	3.539393767372012e-31	0.012992143880673764	1.306158657941387e-30	0.04700549998214112	0.9400023561371913
SEZ6	Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)	C3_MELANOMA_SKIN_EXALLC	3008	0.0003092664225081759	0.00011569380040321211	0.04462702878256325	0.015755379377479024	0.9391926316170458
TNFRSF14	Second line medication for Crohn's disease	RX_CROHN_2NDLINE	6039	0.0	0.00046662898067767315	0.0	0.06061589570648989	0.9389174753128319
AXL	Chronic sinusitis	J10_CHRONSINUSITIS	4716	2.6294421030034847e-57	0.008971285558282648	1.5594186012864669e-56	0.05226640071708943	0.9387623137246299
PTPRN2		CURRENT_SMOKER	7015	0.0	0.00016867122238229385	0.0	0.06296943491427172	0.9368618938633871
IL18RAP	First line medication for Crohn's disease	RX_CROHN_1STLINE	5104	0.0	0.0060662099720592165	0.0	0.05710781711981544	0.9368259729083357
CD46	Dorsalgia	M13_DORSALGIA	5211	9.251310721728741e-11	0.029455191754945723	1.108803346268091e-10	0.03436694421826473	0.9361778638233944
PIK3IP1	Bipolar affective disorders	F5_BIPO	5764	0.0	0.0016017188462203727	0.0	0.06250715958649376	0.9358911215672854
NELL2	Pre-eclampsia	O15_PREECLAMPS	5206	0.0	0.01798987136301251	0.0	0.04618237195809113	0.9358277566788145
CD226	Asthma, unspecified (mode)	ASTHMA_NAS	6361	0.0	0.01652199795868993	0.0	0.047938333552014795	0.9355396684893108
SNCA	Other and unspecified degenerative diseases of nervous system	G6_DEGENOTH	6011	2.913715390849922e-157	0.015419184657121918	9.782382452990155e-157	0.05083395904350269	0.9337468562993743
TNFRSF1B	Pollen allergy	POLLENALLERG	5049	6.26214631218518e-72	0.003424168424377591	1.1716734905027262e-70	0.06313416662540211	0.9334416649502246
CD46	Other dorsopathies, not elsewhere classified	M13_DORSOPATHYOTH	5211	9.586689607693056e-11	0.03052300254346856	1.1626558904936426e-10	0.03608433729162322	0.9333926599527762
CEACAM1	Other diseases of pleura	J10_PLEURA	4729	0.027805441663211423	0.01994825038108911	0.011724387178303805	0.007478295919051022	0.9330436248583444
IFNGR2	Papulosquamous disorders	L12_PAPULOSQUAMOUS	4677	0.0	0.01679767388061175	0.0	0.05034594150854076	0.9328563846108424
NGFR	Cardiovascular diseases (excluding rheumatic etc)	FG_CVD	4859	9.5454017850057e-11	0.00014446940728222554	4.5630385956331484e-08	0.0681297445009988	0.9317257403658774
PLAU	Migraine, single triptan purchase ok & required. ICD-code if available is included	MIGRAINE_TRIPTAN	3997	1.3249614500664538e-162	0.04148965655442959	8.93564222165885e-163	0.027049483555609724	0.9314608598899373
CA8	Disorders of the thyroid gland	E4_THYROID	5319	2.6620347635748942e-117	0.00020053758664369197	9.227766442033172e-115	0.06858380487179286	0.9312156575415816
IL4	Pustulosis palmaris et plantaris	L12_PSORI_PUSTUPALM	4756	3.096815916978084e-54	6.54735479769561e-05	3.320045285854544e-51	0.06926243920403707	0.9306720872479821
IL1RL1	Dermatitis	L12_DERMATITISNAS	5122	6.730136856900289e-144	0.003999304922284304	1.1343619847139506e-142	0.06647860891592398	0.929522086161772
PPP3R1	Varicose veins	I9_VARICVE	6390	0.0	1.4704884058367582e-37	0.0	0.07090789409261326	0.9290921059073999
RAPGEF2	Any dementia (more control exclusions)	KRA_PSY_DEMENTIA_EXMORE	4844	0.0	0.008216789846593924	0.0	0.06269833167584313	0.9290848784774902
FGFBP3	Circumscribed brain atrophy	G6_ATROPHCIRCUM	4522	1.1059163174443316e-08	0.02779944217179669	1.760246448207282e-08	0.043318470632789464	0.9288820585337857
CA8	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	5319	1.0176285058353886e-120	7.664776714608847e-08	9.619660718841334e-115	0.07152680014932318	0.928473123202896
LTBR	Peritonsillar abscess	J10_PERITONSABSC	5373	5.4104977502167284e-210	1.3035942263224634e-12	3.0141720981813873e-199	0.07169453860455931	0.928305461394109
TLR4	Codeine or tramadol medication	RX_CODEINE_TRAMADOL	5922	0.0	0.034951054030281994	0.0	0.03677357020850956	0.928275375761086
CFH	Disorders of choroid and retina	H7_CHOROIDRETINA	4143	1.1411663317685715e-103	3.701356625821941e-73	2.2695265608394204e-32	0.07268445286547785	0.9273155471345161
CRIM1	Alzheimer disease	G6_ALZHEIMER	7127	4.1543014220200504e-66	0.01470866791811521	1.6898750689272104e-65	0.05890512018820185	0.926386211893675
CD226	Autoimmune diseases excluding thyroid diseases	AUTOIMMUNE_NONTHYROID	6361	0.0	0.037827280593737	0.0	0.036032315967051386	0.9261404034392006
CTLA4	Disorders of orbit	H7_ORBIT	4428	6.566133669788539e-67	0.0027360980075449163	1.7352182177795725e-65	0.07138039819995833	0.9258835037924926
MAPRE3	Spondylopathies	M13_SPONDYLOPATHY	3821	1.9671338265421447e-76	0.0019010785018000473	7.597234913271479e-75	0.07249563410820145	0.925603287389992
MAPRE3	Gonarthrosis	M13_ARTHROSIS_KNEE	3821	4.6778207151987367e-76	0.004520706475800889	7.348612216670121e-75	0.0700925527200019	0.9253867408041857
CRIM1	Hyperplasia of prostate	N14_PROSTHYPERPLA	7127	2.6038062749358266e-66	0.00921676790694062	1.882407711231684e-65	0.06570705059254253	0.925076181500507
MAPRE3	Soft tissue disorders	M13_SOFTTISSUE	3821	4.665212793152289e-77	0.0004508447580864549	7.803148071439704e-75	0.0744843229183214	0.9250648323236046
SERPING1	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	5203	4.494846761939239e-252	2.5712396385226562e-06	1.328101782052424e-247	0.07504800642838666	0.9249494223319904
PPP3R1	Anaemias	D3_ANAEMIA	6390	0.0	0.007305771759430067	0.0	0.06897163754344052	0.9237225906971449
FCRL3	Thyrotoxicosis	THYROTOXICOSIS	6047	0.0	0.0008794263460940597	0.0	0.07545977457700424	0.9236607990771846
SERPING1	Asthma, unspecified (mode)	ASTHMA_NAS	5203	2.6244645676808053e-251	1.4997355671446444e-05	1.355316381671874e-247	0.07652533531194437	0.9234596673323283
CD55	Other cataract	H7_CATARACTOTHER	4787	0.0	0.008181547023616596	0.0	0.07015661269810988	0.9216618402778372
CFH	Diabetic retinopathy (more control exclusions)	DM_RETINOPATHY_EXMORE	4133	3.231026954626446e-41	1.0484784986847706e-10	2.501621879202936e-32	0.08025868241643784	0.9197413174787133
ERBB3	Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)	C3_OTHER_SKIN_EXALLC	3989	3.094577862674489e-89	0.017296901680269944	1.1625651151620654e-88	0.0640620295953196	0.9186410687244145
PM20D1	Type 1 diabetes, definitions combined	T1D	3996	0.0	0.006456804286611236	0.0	0.07588279577286838	0.9176603999405609
IL1RL1	Dermatitis and eczema	L12_DERMATITISECZEMA	5122	4.740456479384414e-163	2.816960685195987e-22	1.4090067288983526e-142	0.08281138431277711	0.9171886156872299
ACE	Hypertension, essential	I9_HYPTENSESS	3675	2.522288389424808e-16	2.0341244530799086e-05	1.0388289688748e-12	0.0828602716922308	0.9171193870621994
SERPING1	Nontoxic goitre/thyroid nodule	E4_NONTOXIC_THYROID	5203	2.1893649806990897e-248	0.012584637295372864	1.2467251697983613e-247	0.07074604661861839	0.9166693160859557
ERBB3	Disorders of the thyroid gland	E4_THYROID	3989	9.916311931658381e-96	5.541983642993787e-09	1.508061023298849e-88	0.08336519882717204	0.9166347956308313
CD226	First line medication for Crohn's disease	RX_CROHN_1STLINE	6361	0.0	1.0065355657354695e-07	0.0	0.08547788332531366	0.9145220160210786
JMJD1C	Cholelithiasis	K11_CHOLELITH	5289	6.158604027872456e-12	8.687976231693476e-08	6.162906085607966e-06	0.08602648441383381	0.9139672657941612
MERTK	Hypertension, essential	I9_HYPTENSESS	4008	0.0	0.0001445707827090711	0.0	0.08600192082704175	0.9138535083902237
SEZ6	Malignant melanoma, excluding all cancers (controls excluding all cancers)	C3_MELANOMA_EXALLC	3008	0.020819299025322705	0.007788530186028208	0.04285469417901963	0.015118584818820613	0.9134188917908087
CALB1	Benign neoplasm: Cerebral meninges	CD2_BENIGN_MENINGES_CEREBRAL	4737	8.010432368624488e-57	0.007703682624989327	8.31679342913961e-56	0.07906989319697916	0.9132264241780207
SCARF1	Alzheimer disease	G6_ALZHEIMER	6899	0.002039743788591182	0.0163237232966253	0.007729945910801883	0.06094848687721616	0.9129581001267651
PM20D1	Ulcerative proctitis	ULCERPROCT	3996	0.0	0.012489546058248046	0.0	0.07489433008008513	0.9126161238616223
HAVCR1	Coeliac disease	K11_COELIAC	6291	1.36101476438033e-23	0.014749913807950592	6.808174920493959e-23	0.07287079771655747	0.9123792884754937
PILRB	Basal cell carcinoma, excluding all cancers (controls excluding all cancers)	C3_BASAL_CELL_CARCINOMA_EXALLC	3754	0.0	5.841281568956383e-06	0.0	0.08772741123131512	0.912266747487126
SERPING1	Asthma-related acute respiratory infections	ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	5203	1.3743110982245027e-248	0.007869863306512506	1.4284513056029863e-247	0.08088767868602323	0.9112424580074324
IL2RA	Type1 diabetes, definitions combined, early onset	T1D_EARLY	8103	3.778901881176599e-51	0.0031897670370841773	1.0323763815662708e-49	0.08623220194396856	0.9105780310189434
CA4	Irregular menses	N14_MENSIRREG	2957	5.498689650785129e-104	0.004219474660069141	1.1369108275492867e-102	0.08633254478980706	0.909447980550119
PDLIM7	Medical abortion	O15_ABORT_MEDICAL	4983	1.667708887736167e-29	0.05291808550188777	1.219121896222269e-29	0.0377746604431415	0.9093072540549709
PILRA	COPD	J10_COPD	3811	4.618355617267946e-21	0.020002505953346794	1.667148757038698e-20	0.07129698415652407	0.9087005098901297
MAPRE3	Arthrosis	M13_ARTHROSIS	3821	6.981587458565089e-78	6.747096470105862e-05	9.63246920658619e-75	0.09218167811903763	0.9077508509162712
SMAD5	Other neurological diseases	G6_OTHNEU	5602	0.0	0.0322083210280236	0.0	0.06050990185583617	0.9072817771162085
CFH	Degeneration of macula and posterior pole	H7_MACULADEGEN	4143	6.292381012892979e-243	2.0409247544284846e-212	2.889828621362882e-32	0.09282400075738208	0.9071759992425696
IL18RAP	Otitis externa	H8_EXTOTITIS	5104	0.0	0.015515954311408363	0.0	0.07774187857347738	0.906742167115509
CD226	Lesion of femoral nerve	G6_FEMLE	6361	0.0	0.007832090014734797	0.0	0.08638211412029252	0.9057857958650236
MAPRE3	Pain in joint	JOINTPAIN	3821	3.055047478057915e-77	0.0002952771534151691	1.0099437501143669e-74	0.09671032185187488	0.9029944009947084
