gene	disease	disease_code	nsnp	PP_H0	PP_H1	PP_H2	PP_H3	PP_H4
ANPEP	Diabetes, insulin treatment (Kela reimbursement) (more control exclusions)	KELA_DIAB_INSUL_EXMORE	5793	0.0	4.111097366900214e-08	0.0	0.9991616311606257	0.0008383277282075013
IL18RAP	Asthma-related acute respiratory infections	ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	5104	0.0	4.1337457819432757e-13	0.0	0.9992138935123189	0.0007861064872286293
LTBR	Chronic diseases of tonsils and adenoids	J10_CHRONTONSADEN	5373	2.154708765817405e-232	5.191511088630348e-35	4.14757143255831e-198	0.9993066573583027	0.0006933426417171682
SWAP70	Cardiovascular diseases (excluding rheumatic etc)	FG_CVD	5601	1.9610095189793545e-262	1.0137660850465431e-05	1.933028933362145e-257	0.9993005150016586	0.0006893473374949638
BAG3	Cardiomyopathy	I9_CARDMYO	6066	4.282135554530601e-95	3.646635238058024e-09	1.173479879279885e-86	0.9993261864541316	0.0006738098992441914
RALB	Hypertrophy of breast in women and men	N14_HYPERTROPHYBREAST_BOTH	5244	0.0	5.015543975572268e-09	0.0	0.999377056904301	0.0006229380802062923
TG	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	6835	9.797566478882637e-220	1.1147663736559374e-10	8.78441408552737e-210	0.9994894603550337	0.0005105395334697537
IL7R	Atopic dermatitis	L12_ATOPIC	5619	7.578508514980169e-266	1.2725138543391396e-07	5.95285785068737e-259	0.9995490083645017	0.00045086438405893373
CD79B	Cardiovascular diseases (excluding rheumatic etc)	FG_CVD	3278	2.5362466994420947e-38	1.8958631410624808e-05	1.3371656188939636e-33	0.9995407363931494	0.00044030497544401184
LYPD3	Alzheimer’s disease (Early onset) (more control exclusions)	AD_EO_EXMORE	5946	7.550547350418266e-35	1.2560874894952922e-09	6.008880856052717e-26	0.9996198750539048	0.00038012369001128217
PROCR	Other embolism and thrombosis	I9_THROMBOTH	3584	3.940022107704062e-47	5.718175950815489e-06	6.888055566506866e-42	0.9996669997429596	0.000327282081094745
PF4	Hyperlipidaemia, other/unspecified	E4_HYPERLIPNAS	4281	1.0653593681228887e-12	1.5563340190353637e-06	6.843326448245759e-07	0.9997094879269284	0.0002882714053430247
C5	Autoimmune diseases excluding thyroid diseases	AUTOIMMUNE_NONTHYROID	4324	0.0	6.007086063896459e-07	0.0	0.9997423491511088	0.00025705014014006143
SERPING1	Depression or dysthymia	F5_DEPRESSION_DYSTHYMIA	5203	1.7567354494940708e-251	1.002417766707894e-05	1.7520598649877975e-246	0.9997495725268426	0.00024040329549585937
DENR	Other joint disorders	M13_OTHERJOINT	4584	1.4796161589536922e-80	5.061178467040488e-06	2.9228166328356547e-75	0.9997791199026064	0.00021581891893606773
ANPEP	Type 2 diabetes, wide definition	T2D_WIDE	5793	0.0	2.120747737737856e-07	0.0	0.9998127532658888	0.00018703465913967886
MYL4	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	3523	1.6907382025246158e-09	3.530737998695062e-06	0.0004785569623242569	0.9993616899216241	0.00015622068731317043
PRKCQ	Atopic dermatitis	L12_ATOPIC	7798	2.109584805556396e-74	6.4313970957749035e-09	3.2796287613980973e-66	0.9998456368966567	0.0001543566719576939
PF4	Metabolic disorders	E4_METABOLIA	4281	5.346147107011354e-21	7.809938000610441e-15	6.844368197819646e-07	0.9998618230625509	0.0001374925006223517
IL18RAP	Suggestive for eosinophilic asthma	ASTHMA_EOSINOPHIL_SUGG	5104	0.0	5.079488065341919e-08	0.0	0.9998673218828782	0.00013262732238833436
TLR1	Allergic conjunctivitis	H7_ALLERGICCONJUNCTIVITIS	6268	6.080046460014239e-132	5.471009835491732e-14	1.1111755133876783e-118	0.9998692292221603	0.00013077077778156617
IL12RB1	Disorders of the thyroid gland	E4_THYROID	5813	0.0	4.220312431996458e-08	0.0	0.9998890148956203	0.00011094290125668844
IL4	Psoriasis vulgaris	L12_PSORI_VULG	4756	1.8224671545505766e-59	3.853099243830136e-10	4.7293871087907855e-50	0.9998970884956212	0.00010291111905619778
IL7R	Dermatitis and eczema	L12_DERMATITISECZEMA	5619	3.4678729504237244e-271	5.822935166964954e-13	5.954956962831809e-259	0.9999018247714047	9.817522806687279e-05
LPL	Mixed hyperlipidaemia	E4_HYPERLIPMIX	7558	0.0	2.899754496401483e-07	0.0	0.999906566992665	9.314303185904185e-05
ICAM3	Diverticular disease of intestine	K11_DIVERTIC	5581	0.0	7.090100712376528e-08	0.0	0.9999098999592846	9.002913975532163e-05
SPRY2	Type 2 diabetes, wide definition	T2D_WIDE	5163	4.590902889093768e-55	3.4015355388457536e-07	1.3495581364241856e-48	0.999927409049393	7.22507970575824e-05
OTUD7B	Systemic connective tissue disorders	M13_SYSTCONNECT	25	0.9977372954592503	0.0013609734890077795	0.0008393774368204556	1.083691223873783e-06	6.126992369775065e-05
IL4	Obesity related asthma	ASTHMA_OBESITY	4756	1.4045379906622575e-57	2.970173347317793e-08	4.728530124536329e-50	0.9999411489821713	5.8821316095304735e-05
IL4	Chalazion	H7_CHALAZION	4756	3.8036259652773355e-57	8.04214958669299e-08	4.729340695797066e-50	0.9999422518348686	5.766774363830311e-05
OTUD7B	Basal cell carcinoma, including avohilmo, excluding all cancers (controls excluding all cancers)	C3_BASAL_CELL_CARCINOMA_INCLAVO_EXALLC	25	0.9978497034298425	0.0013620670100799187	0.0007347991642636366	9.505225801794234e-07	5.247987323380636e-05
SPP1	Gonarthrosis, primary, with knee surgery	M13_ARTHROSIS_KNEE_PRIM_KNEESURG	5397	0.0	8.95947283670392e-07	0.0	0.9999552917628527	4.3812289858902214e-05
EVI2B	Gonarthrosis	M13_ARTHROSIS_KNEE	4491	5.145151238323288e-45	5.352595139859179e-08	9.612070919076317e-38	0.9999613172627682	3.862921128305025e-05
IL4	Dermatitis and eczema	L12_DERMATITISECZEMA	4756	2.1654279405592348e-67	4.5792654883228486e-18	4.728609898752846e-50	0.9999667498286696	3.3250171334041886e-05
SWAP70	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	5601	1.1535359122386834e-267	5.990347737831142e-11	1.9256011448004173e-257	0.9999706121271213	2.938781301886307e-05
AXL	Nasal polyp	J10_NASALPOLYP	4716	1.4347505086865882e-70	4.895166356245729e-16	2.9308725026577514e-55	0.9999723286785985	2.7671321389229493e-05
BAG3	Cardiomyopathy (excluding other)	FG_CARDMYO	6066	1.0365527814880015e-98	8.827240379673856e-13	1.1742369192058852e-86	0.9999752523084874	2.474769062440965e-05
IL4R	Allergic rhinitis	ALLERG_RHINITIS	5914	3.716017108334478e-188	5.274927551411994e-07	7.044503321828992e-182	0.9999750449817887	2.442752545299829e-05
CSF2RB	Dermatitis	L12_DERMATITISNAS	6190	1.3568825353116714e-61	4.073036130457836e-08	3.3313057252001945e-54	0.9999781064842215	2.1852785429734442e-05
PROCR	DVT of lower extremities	I9_PHLETHROMBDVTLOW	3584	5.525506954687521e-53	8.01919890819331e-12	6.890218345711901e-42	0.9999811935648955	1.8806427084670112e-05
ERBB3	Psoriasis vulgaris	L12_PSORI_VULG	3989	6.857684341403383e-94	3.8328667214233646e-07	1.789144877951406e-87	0.9999809546677397	1.8662045589756842e-05
EFNA1	Varicose veins	I9_VARICVE	3315	2.015912758358169e-22	7.051920836655666e-16	2.8586188950570886e-07	0.9999814574560226	1.8256682085138925e-05
C5	Autoimmune diseases	AUTOIMMUNE	4324	0.0	2.9237263678883997e-08	0.0	0.9999824730692883	1.7497693545473986e-05
IL12RB1	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	5813	0.0	5.827460000318688e-09	0.0	0.9999843962435574	1.5597929029688045e-05
PROCR	Phlebitis and thrombophlebitis (not including DVT)	I9_PHLETHROM	3584	1.6154517019642446e-49	2.344514020318214e-08	6.890241211253384e-42	0.999984515398912	1.546115595212222e-05
IL18RAP	Allergic conjunctivitis	H7_ALLERGICCONJUNCTIVITIS	5104	0.0	1.6748111415898392e-15	0.0	0.9999862465656325	1.3753434144919722e-05
ERBB3	Autoimmune diseases	AUTOIMMUNE	3989	1.3572900406702378e-103	7.585087407969593e-17	1.7893945906689527e-87	0.9999862803571313	1.3719642869441609e-05
HAVCR1	Statin medication	RX_STATIN	6291	5.981623129642831e-43	6.486504471948336e-22	9.221523347313357e-22	0.9999869659867694	1.3034013227997198e-05
SWAP70	Hypertension, essential	I9_HYPTENSESS	5601	6.255240828741241e-267	3.23342725482738e-10	1.934538346987387e-257	0.9999917087211937	8.290955454860937e-06
MAPKAPK2	Noninfective enteritis and colitis	K11_ENERCOLNONINF	2863	5.218491444986364e-31	1.3222572016121625e-11	3.946627082411992e-20	0.9999932167009569	6.783285818938826e-06
TGFB2	Acne	L12_ACNE	6008	1.5631142573257883e-13	4.3911816192946896e-08	3.5596313973827416e-06	0.9999901025797499	6.293876879638701e-06
PROCR	Venous thromboembolism	I9_VTE	3584	4.1937573904000885e-59	6.0864328185914496e-18	6.89029937746875e-42	0.9999945186879573	5.481312039401948e-06
IL4	Childhood asthma (age<16) (more control exclusions)	ASTHMA_CHILD_EXMORE	4756	1.9683881439968136e-60	4.162394346826385e-11	4.728957251675968e-50	0.9999950921359967	4.907822376129407e-06
FES	Arthrosis	M13_ARTHROSIS	5936	0.0	1.813878963043497e-07	0.0	0.9999950168470618	4.801765107823853e-06
RELB	Dementia	F5_DEMENTIA	5641	0.0	0.0	0.00015805225229381458	0.9998374837900512	4.463957874315477e-06
RELB	Dementia, including avohilmo	F5_DEMENTIA_INCLAVO	5641	0.0	0.0	0.00015805265401462728	0.9998374842888279	4.4630573442912675e-06
RELB	Unspecific neurodegenerative disorder	G6_NEURODEGENERATIVE	5641	0.0	0.0	0.00015805316316737996	0.9998374869650358	4.459871939585321e-06
RELB	Alzheimer disease	G6_ALZHEIMER	5641	0.0	0.0	0.00015805219781920085	0.9998375000191654	4.447783031917034e-06
IL4	Psoriasis	L12_PSORIASIS	4756	4.4719644638771936e-61	9.454723423232078e-12	4.729853034967599e-50	0.9999956942150776	4.305775456975156e-06
MYL4	Hypertension, essential	I9_HYPTENSESS	3523	1.7512409650431486e-15	3.645172097269947e-12	0.00048019482299910634	0.9995156564540959	4.14871925827302e-06
MYL4	Hypertension	I9_HYPTENS	3523	1.1361428715667534e-18	2.3648580501571595e-15	0.00048019482870971216	0.9995156683525075	4.136818779541329e-06
SWAP70	Hypertension	I9_HYPTENS	5601	1.6603984915500594e-267	8.582847381005799e-11	1.934546782977975e-257	0.9999960737752414	3.926138941246438e-06
LPL	Major coronary heart disease event	I9_CHD	7558	0.0	2.6251777850301966e-08	0.0	0.9999961825860841	3.791162104921719e-06
PPP1R14A	Diverticular disease of intestine	K11_DIVERTIC	5136	2.617211334302618e-204	1.438826737563807e-09	1.818984064139491e-195	0.9999967767033348	3.2218578481483498e-06
LDLR	Diseases of arteries, arterioles and capillaries (FINNGEN)	FG_DOAAC	5330	1.1109255197883187e-15	6.435608572583341e-08	1.7262112227262833e-08	0.999996805420481	3.1129613173845266e-06
NGFR	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	4859	7.271027658438239e-18	1.099628110310607e-11	6.612236779407517e-07	0.9999963904401655	2.9483251611386456e-06
ANPEP	Type 2 diabetes, definitions combined	T2D	5793	0.0	2.3472404612480585e-11	0.0	0.9999975067297942	2.493247025954946e-06
BAG3	Nonischemic cardiomyopathy	I9_NONISCHCARDMYOP_STRICT	6066	1.97137343270016e-99	1.678785516742449e-13	1.1742833312670656e-86	0.9999981803527831	1.8196470480163866e-06
PROCR	Other hammer toe(s) (acquired)	M13_HAMMERTOE	3584	1.6725288456648387e-46	2.4272838915844636e-05	6.89035754631935e-42	0.9999740150463555	1.7121147312925627e-06
IL4	Asthma and allergy	ASTHMA_ALLERG	4756	3.0820669091646986e-58	6.517401573031992e-09	4.728973245061517e-50	0.9999983297983327	1.6636842782171407e-06
IL18RAP	Nasal polyp	J10_NASALPOLYP	5104	0.0	2.8148225050177316e-18	0.0	0.9999984974758637	1.5025237099228722e-06
TACC3	Arthropathies	M13_ARTHROPATHIES	5504	0.0	1.5199888687143135e-08	0.0	0.9999985615883247	1.423211772125626e-06
RALB	Hypertrophy of breast	N14_HYPERTROPHYBREAST	5244	0.0	4.953330032751097e-12	0.0	0.9999987915839963	1.2084111364537698e-06
MAPT	Hypertension	I9_HYPTENS	1982	3.7442230619670785e-19	4.806962804723133e-15	7.788551165188261e-05	0.9999210809672309	1.0335211152450364e-06
SLC16A1	Cardiovascular diseases (excluding rheumatic etc)	FG_CVD	4394	1.3060312655289724e-56	1.3709167409741355e-09	9.52669131928391e-48	0.9999990772330983	9.213959790063977e-07
MAPT	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	1982	3.5203324570379646e-24	4.5237392346537135e-20	7.781296022134045e-05	0.9999213003361073	8.867036735711642e-07
IL18RAP	Conjunctivitis	H7_CONJUNCTIVITIS	5104	0.0	1.062178731300031e-12	0.0	0.9999993947823909	6.052163239323859e-07
CASP3	Type 2 diabetes, definitions combined	T2D	6835	0.0	6.862128794108571e-09	0.0	0.9999994547236278	5.384142256271635e-07
SPRY2	Diabetes, insulin treatment (Kela reimbursement) (more control exclusions)	KELA_DIAB_INSUL_EXMORE	5163	2.3661558908515883e-60	1.7531440413366265e-12	1.3496636845051573e-48	0.9999995581024005	4.4189583553440234e-07
GFRA2	Atopic dermatitis	L12_ATOPIC	6121	0.0	5.73468091669844e-09	0.0	0.9999996346483143	3.5961693087459616e-07
RAB6B	Myotonic disorders	G6_MYOTDIS	5739	7.068274300144809e-254	2.895972978917623e-09	2.4407243654924354e-245	0.9999996475568816	3.495471454162103e-07
DOK2	Atopic dermatitis	L12_ATOPIC	6077	0.0	5.734681075961287e-09	0.0	0.999999662484072	3.317813456149718e-07
IL18RAP	Allergic asthma (mode)	ALLERG_ASTHMA	5104	0.0	5.176975368529329e-13	0.0	0.9999997576997268	2.4229949626842036e-07
MAPKAPK2	Ulcerative rectosigmoiditis	ULCERRECT	2863	2.663575665237103e-29	6.748946783811138e-10	3.946653015259554e-20	0.9999997941232762	2.0520183030464147e-07
MAPKAPK2	Ulcerative colitis, NAS	ULCERNAS	2863	7.775525144708312e-33	1.9701563617172667e-13	3.94665336336226e-20	0.9999998824128864	1.1758691126062244e-07
LTBP3	Coxarthrosis, primary	M13_ARTHTROSIS_COX_PRIM_ICD10	3546	0.0	8.013185668259818e-11	0.0	0.9999998884882251	1.1143159074518043e-07
PF4	Pure hypercholesterolaemia	E4_HYPERCHOL	4281	3.579115875698842e-27	5.228564146607413e-21	6.845307828753457e-07	0.9999992267852639	8.868395317398179e-08
TSPAN15	Phlebitis and thrombophlebitis (not including DVT)	I9_PHLETHROM	6658	2.6961612945513584e-136	8.567077752389547e-10	3.147118712288127e-127	0.9999999167868089	8.235647278699207e-08
LPL	Ischaemic heart disease, wide definition	I9_IHD	7558	0.0	1.2352973258575134e-10	0.0	0.9999999368683368	6.300818268844293e-08
PF4	Statin medication	RX_STATIN	4281	1.012775214342503e-111	1.4762475870597407e-105	6.860464816020972e-07	0.9999992581541244	5.579940459986777e-08
IL4	Papulosquamous disorders	L12_PAPULOSQUAMOUS	4756	1.6886589310947105e-62	3.5701990207294387e-13	4.729873230543932e-50	0.999999968281316	3.1718337219939865e-08
ADM	Hypertension, essential	I9_HYPTENSESS	6327	0.0	3.2334539404171486e-10	0.0	0.9999999699314235	2.9745175686497472e-08
MAPKAPK2	Second line medication for Crohn's disease	RX_CROHN_2NDLINE	2863	2.0410390832369505e-29	5.171469053750187e-10	3.946729653589048e-20	0.9999999722753475	2.7207506661706313e-08
IL18RAP	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	5104	0.0	1.1290569302391015e-23	0.0	0.9999999797682906	2.0231503390588864e-08
IL18RAP	Chronic lower respiratory diseases	J10_LOWCHRON	5104	0.0	2.942873446614957e-30	0.0	0.9999999807896531	1.9210673063201645e-08
TNFSF12	Hypertension	I9_HYPTENS	5652	0.0	8.327998641658084e-13	0.0	0.9999999819806363	1.8018632630945025e-08
PF4	Disorders of lipoprotein metabolism and other lipidaemias	E4_LIPOPROT	4281	2.0755390071276027e-33	3.03205853468871e-27	6.845308316753254e-07	0.9999992981462544	1.7322919276608667e-08
NGFR	Statin medication	RX_STATIN	4859	4.336658475156267e-17	6.567834369495143e-11	6.60286982851718e-07	0.9999993230907354	1.6556606053468542e-08
SPRY2	Type 2 diabetes, definitions combined	T2D	5163	8.698402305413515e-63	6.444857921297935e-15	1.3496654689078822e-48	0.999999986533453	1.3466530182329051e-08
LTBP3	Coxarthrosis, primary, with hip surgery	M13_ARTHTROSIS_COX_PRIM_HIPSURG	3546	0.0	1.532066986690116e-12	0.0	0.9999999870364036	1.2962043271833656e-08
ADM	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	6327	0.0	5.990523536989e-11	0.0	0.999999987731826	1.2208232366580167e-08
KRT18	Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)	C3_PROSTATE_EXALLC	6131	1.1832004247535565e-40	3.2298620495598485e-21	3.6633156316223724e-20	0.9999999904063088	9.593688087736506e-09
IL18RAP	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	5104	0.0	1.481576113290709e-26	0.0	0.9999999904830474	9.516603013176037e-09
IL4	Varicose veins	I9_VARICVE	4756	5.803646068227854e-60	1.2271645187995617e-10	4.729313744051535e-50	0.9999999925392729	7.33801295480734e-09
ADM	Hypertension	I9_HYPTENS	6327	0.0	8.58288099188711e-11	0.0	0.9999999936554786	6.258705334462916e-09
TNFSF12	Hypertension, essential	I9_HYPTENSESS	5652	0.0	1.0262632364611189e-11	0.0	0.9999999940719135	5.917848127738195e-09
IL4	Asthma-related acute respiratory infections	ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	4756	9.809939718560687e-62	2.074505758090929e-12	4.728808125478285e-50	0.9999999965970972	3.400821118418047e-09
PROCR	Flat foot [pes planus] (acquired)	M13_FLATFOOT	3584	1.6638968716231429e-50	2.41475660298296e-09	6.890536545675859e-42	0.9999999943193956	3.2658508569016064e-09
IL4	Asthma, unspecified (mode)	ASTHMA_NAS	4756	8.02160954370957e-61	1.696262774160239e-11	4.728989899222747e-50	0.999999997719101	2.2639322317224997e-09
IL4	Allergic asthma (mode)	ALLERG_ASTHMA	4756	6.507824367417214e-64	1.3761552659814185e-14	4.72898990579614e-50	0.9999999991105142	8.89470056285925e-10
IL1RL1	Allergic conjunctivitis	H7_ALLERGICCONJUNCTIVITIS	5122	2.8070792240476984e-156	1.6748341521646802e-15	1.676034142577518e-141	0.9999999993349888	6.649814331868987e-10
IL4R	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	5914	1.7932703498110645e-199	2.5450588786474435e-18	7.046085903745631e-182	0.9999999994937525	5.062682440695876e-10
PRKCQ	Dermatitis and eczema	L12_DERMATITISECZEMA	7798	1.3905376421537841e-77	4.239270082794712e-12	3.280134585488795e-66	0.9999999995871462	4.086199789057584e-10
CFH	Dry age-related macular degeneration (includes geographic atrophy)	DRY_AMD	4143	2.0350619446e-314	6.601679008817444e-284	3.082642977713698e-31	0.9999999996159659	3.8407948508975966e-10
KRT18	Pregnancy hypertension	O15_HYPTENSPREG	6131	2.5246061368623416e-31	6.890618373135142e-12	3.663831022372571e-20	0.9999999996114184	3.8168537710444005e-10
IL4	Asthma-related infections	ASTHMA_INFECTIONS	4756	2.999367709331064e-65	6.342756186224772e-16	4.728808139983627e-50	0.9999999996675797	3.3242034239575007e-10
FGFR2	Fibroblastic disorders	M13_FIBROBLASTIC	6860	0.0	1.5957707083244631e-12	0.0	0.9999999996718998	3.2656826964546004e-10
LPL	Coronary atherosclerosis	I9_CORATHER	7558	0.0	4.2125327096330097e-13	0.0	0.9999999997212399	2.7836752399373993e-10
UBE2B	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	4437	6.017848441331095e-77	1.2512114839985496e-12	4.809617332278445e-65	0.9999999997428404	2.5591030332555133e-10
LDLR	Cardiovascular diseases (excluding rheumatic etc)	FG_CVD	5330	4.7056235754560194e-30	2.725974953507721e-22	1.7262167018638288e-08	0.9999999826061129	1.3172169186000517e-10
TNFRSF14	Autoimmune diseases	AUTOIMMUNE	6039	0.0	4.2210246104714415e-15	0.0	0.9999999998751719	1.248014913669135e-10
IL6	Calcific aortic valvular stenosis, operated	I9_CAVS_OPERATED	6221	2.360071703977676e-27	7.736622753550085e-13	3.0505193013364245e-15	0.9999999998764224	1.2280221762357978e-10
LDLR	Angina pectoris	I9_ANGINA	5330	2.9105612368231442e-24	1.6883127749596812e-16	1.723946669993232e-08	0.9999999826409082	1.1962204352289612e-10
PROCR	Gonarthrosis, primary, with knee surgery	M13_ARTHROSIS_KNEE_PRIM_KNEESURG	3584	7.028865786565789e-53	1.0200846711951526e-11	6.890472903074307e-42	0.9999999998783835	1.1142069505180465e-10
IL1RL1	Conjunctivitis	H7_CONJUNCTIVITIS	5122	1.7788905149127865e-153	1.0621793733951495e-12	1.6747552807752756e-141	0.9999999998938165	1.0514049950258958e-10
MAPKAPK2	Mucosal proctocolitis	MUCOPROCT	2863	9.23569943967411e-37	2.3401341603744672e-17	3.946653826605193e-20	0.9999999999064926	9.350269317550925e-11
PROCR	Artrosis, including avohilmo	M13_ARTHROSIS_INCLAVO	3584	2.0633813735375995e-50	2.994538674272637e-09	6.890481612425012e-42	0.999999996965883	3.9579059033028004e-11
LPL	Statin medication	RX_STATIN	7558	0.0	1.1455879708899636e-25	0.0	0.9999999999627107	3.734519433725044e-11
IL4	Atopic dermatitis	L12_ATOPIC	4756	1.8533271828538627e-83	3.919260968259935e-34	4.728766973705089e-50	0.9999999999730278	2.6980018452264558e-11
CLINT1	Hypertension	I9_HYPTENS	6144	6.453139037299285e-24	3.207197418596796e-14	2.01208039097799e-10	0.9999999997914912	7.271173208394247e-12
SORT1	Angina pectoris	I9_ANGINA	4744	1.053044073553055e-31	3.9532880483314846e-14	2.6637170392645533e-18	0.9999999999934488	6.511885222499351e-12
UBE2B	Disorders of the thyroid gland	E4_THYROID	4437	2.9251103841222578e-78	6.115032688746419e-14	4.783474648446697e-65	0.9999999999937756	6.163839254263975e-12
CLINT1	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	6144	1.103380289186816e-24	5.483146222761134e-15	2.0123123552338929e-10	0.9999999997959037	2.8565693138701142e-12
PROCR	Meniscus derangement	M13_MENISCUSDERANGEMENTS	3584	2.335548303324836e-52	3.389501346641545e-11	6.890536584545563e-42	0.999999999963677	2.432227267655919e-12
PHOSPHO1	Dermatitis and eczema	L12_DERMATITISECZEMA	4699	8.89535881502778e-96	1.0946526948540035e-14	8.126192770401828e-82	0.9999999999994884	5.094157948821342e-13
IL4R	Chronic lower respiratory diseases	J10_LOWCHRON	5914	4.5715917405513205e-206	6.487044000177959e-25	7.0472648874042e-182	0.9999999999997726	2.2298906565913302e-13
IL18RAP	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	5104	0.0	2.0975782611127397e-35	0.0	1.0	2.1959779522125548e-13
IL4R	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	5914	6.834289184370542e-201	9.69941223294023e-20	7.046085907307888e-182	0.9999999999998295	1.8737520822763285e-13
IL4R	Allergic asthma (mode)	ALLERG_ASTHMA	5914	3.2809349198504052e-202	4.656328649313155e-21	7.0461841655747e-182	0.9999999999999432	7.088801496983738e-14
MAPKAPK2	Ulcerative colitis (strict definition, require KELA, min 2 HDR)	K11_UC_STRICT2	2863	7.294427677832584e-45	1.8481950068872514e-25	3.946784646993296e-20	0.9999999999999574	4.2764456779265124e-14
LPP	Basal cell carcinoma, including avohilmo, excluding all cancers (controls excluding all cancers)	C3_BASAL_CELL_CARCINOMA_INCLAVO_EXALLC	5503	1.6217590441975966e-251	7.205464485625944e-17	2.250734907420611e-235	1.0	2.391993157428324e-14
IL18RAP	Childhood asthma (age<16) (more control exclusions)	ASTHMA_CHILD_EXMORE	5104	0.0	4.797871569078016e-26	0.0	1.0	2.1169474502518624e-14
SORT1	Coronary artery bypass grafting	I9_CABG	4744	1.7526409205409256e-34	6.579681305088366e-17	2.663717039282004e-18	0.9999999999999858	1.9152936557165172e-14
PPP1R14A	Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)	C3_PROSTATE_EXALLC	5135	1.506871876371628e-217	8.29093576968488e-23	1.8174931253011208e-195	1.0	1.5661241759069157e-14
IL18R1	Dermatitis and eczema	L12_DERMATITISECZEMA	5074	0.0	3.3643959124957914e-21	0.0	1.0	1.0703933849178373e-14
LPP	Malignant neoplasm of skin, excluding all cancers (controls excluding all cancers)	C3_SKIN_EXALLC	5503	7.341362980566801e-252	3.2619508569879485e-17	2.2506050220960635e-235	1.0	1.0546295481768965e-14
LPP	Basal cell carcinoma, excluding all cancers (controls excluding all cancers)	C3_BASAL_CELL_CARCINOMA_EXALLC	5503	4.713894595512693e-252	2.0945010560418203e-17	2.2506050220960635e-235	1.0	7.138303325033107e-15
IL1RN	Spermatocele	N14_SPERMATOCELE	4752	5.456941157042505e-58	9.172178283646406e-18	5.94944950729114e-41	1.0	6.565841232517516e-15
MYL6B	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	3502	8.379807227485554e-49	3.0759820543003915e-20	2.724270518994129e-29	1.0	5.382482989865767e-15
IL4R	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	5914	7.639977058311612e-211	1.0841052777744476e-29	7.047264887406202e-182	1.0	2.159805724010656e-15
IL18RAP	Atopic dermatitis	L12_ATOPIC	5104	0.0	2.5848923951711396e-31	0.0	1.0	1.9654962545542963e-15
TSPAN15	Pulmonary embolism	I9_PULMEMB	6658	9.204060704818658e-150	2.925224957087864e-23	3.1464454323475385e-127	1.0	1.80818986517925e-15
SORT1	Ischaemic heart disease, wide definition	I9_IHD	4744	6.698307186640446e-36	2.5146483713454468e-18	2.6637152386663743e-18	1.0	1.770661775793454e-15
LPP	Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)	C3_OTHER_SKIN_EXALLC	5503	3.54673725815386e-252	1.575903911762833e-17	2.2506050220960635e-235	1.0	1.662337911509245e-15
IL18RAP	Dermatitis and eczema	L12_DERMATITISECZEMA	5104	0.0	3.3643959124942616e-21	0.0	1.0	1.1535571728295037e-16
PROCR	Arthrosis	M13_ARTHROSIS	3584	1.175545957692012e-58	1.7060296295151895e-17	6.890536584796045e-42	1.0	1.9361292960645795e-17
PROCR	Gonarthrosis	M13_ARTHROSIS_KNEE	3584	1.948620542423144e-60	2.827966325181158e-19	6.890536584795848e-42	1.0	1.0626592284079603e-17
FGFR2	Palmar fascial fibromatosis [Dupuytren]	M13_DUPUTRYEN	6860	0.0	4.32529788773062e-20	0.0	1.0	5.814398598702676e-18
MAPKAPK2	Inflammatory bowel disease, strict (require KELA)	K11_IBD_STRICT	2863	1.6227431391267341e-50	4.111647344271798e-31	3.946698253164779e-20	1.0	1.876188731031327e-18
ANXA11	Sarcoidosis	D3_SARCOIDOSIS	6924	1.2776769614664218e-296	1.6924879481222907e-28	7.549105226327133e-269	1.0	1.4036874810500103e-18
TACC3	Primary gonarthrosis, bilateral	PRIM_KNEEARTHROSIS	5504	0.0	8.446551555768207e-24	0.0	1.0	1.1232369767510762e-18
ERBB3	Migraine, single triptan purchase ok & required. ICD-code if available is included	MIGRAINE_TRIPTAN	3989	2.5065871040489435e-107	1.4010802131237228e-20	1.7890389719090765e-87	1.0	8.332560896595947e-19
LYPD3	Statin medication	RX_STATIN	5946	1.1477953208868764e-53	1.9082291773249753e-28	6.014976264517209e-26	1.0	7.968096622050221e-19
