gene_symbol	disease	phenocode	category	disease_system	immune_class	OR	FDR	PP_H4	pqtl_OR	pqtl_p	pqtl_PPH4	pqtl_concordant	two_population_validated	n_categories	druggability	fda_target	category_label	novelty_priority	s_causal	s_coloc	s_pleio	s_drug	s_cell	s_protein	s_repl	p_known	p_mhc
IL2RA	Type 1 diabetes, definitions combined	T1D	Diabetes endpoints	Metabolic/Endocrine	Cytokine/Interleukin	0.3016186946935759	1.58335517475345e-06	0.9943770538611344	0.5538582387967425	0.0415027028701686	0.0236855616761935	True	False	4	3	1	NOVEL protein-confirmed	6.654461384706265	1.1600843308451307	0.9943770538611344	1.5	1.5	0.5	1.0	0.0	0.0	0.0
IL2RA	Dermatitis	L12_DERMATITISNAS	XII Diseases of the skin and subcutaneous tissue (L12_)	Dermatological	Cytokine/Interleukin	1.647436155246594	6.002452347052332e-11	0.9999986139845248	1.0162551185844355	0.8857761030893532	0.021398185762455	False	False	4	3	1	NOVEL colocalized	6.499998613984525	2.0	0.9999986139845248	1.5	1.5	0.5	0.0	0.0	0.0	0.0
IL2RA	Dermatitis and eczema	L12_DERMATITISECZEMA	XII Diseases of the skin and subcutaneous tissue (L12_)	Dermatological	Cytokine/Interleukin	1.4871981646028725	4.431299696339896e-14	0.999997041655745	1.0010578288741472	0.9893767616473684	0.021393905279053	False	False	4	3	1	NOVEL colocalized	6.499997041655745	2.0	0.999997041655745	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ACE	Antihypertensive medication - note that there are other indications	RX_ANTIHYP	Drug purchase endpoints	Medication/Other	Immune-cell-enriched	2.1206455353537303	1.2459922237758385e-25	0.9977676538200024				False	False	6	3	1	NOVEL colocalized	6.497767653820002	2.0	0.9977676538200024	1.5	1.5	0.5	0.0	0.0	0.0	0.0
SLC12A2	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	0.6028265127492374	2.765185456140853e-35	0.9970722677192756				False	True	3	3	1	NOVEL colocalized	6.497072267719275	2.0	0.9970722677192756	1.0	1.5	0.5	0.0	0.5	0.0	0.0
SLC12A2	Varicose veins	I9_VARICVE	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	0.52991068060098	2.4572514977852883e-32	0.9966557463629846				False	True	3	3	1	NOVEL colocalized	6.496655746362984	2.0	0.9966557463629846	1.0	1.5	0.5	0.0	0.5	0.0	0.0
CFH	Other retinal disorders	H7_RETINALDISOTH	VII Diseases of the eye and adnexa (H7_)	Ophthalmological	Complement/Coagulation	0.1595713697742229	6.6595348429256966e-105	0.9783864357143202	0.598527742849259	0.0	0.0009575367802801	True	True	3	1	0	NOVEL protein-confirmed	6.47838643571432	2.0	0.9783864357143202	1.0	0.5	0.5	1.0	0.5	0.0	0.0
PPP3R1	Varicose veins	I9_VARICVE	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	1.4154265581168566	3.2652031223639374e-36	0.9290921059074	1.2668237968467522	0.0492046593819841	0.0409053685794009	True	True	2	2	1	NOVEL protein-confirmed	6.4290921059074	2.0	0.9290921059074	0.5	1.0	0.5	1.0	0.5	0.0	0.0
CFH	Degeneration of macula and posterior pole	H7_MACULADEGEN	VII Diseases of the eye and adnexa (H7_)	Ophthalmological	Complement/Coagulation	0.0414843392154316	4.814779302667164e-211	0.9071759992425696	0.4078518447879851	0.0	3.288355914117447e-10	True	True	3	1	0	NOVEL protein-confirmed	6.40717599924257	2.0	0.9071759992425696	1.0	0.5	0.5	1.0	0.5	0.0	0.0
PPP3R1	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	1.2457151905101065	1.6762462806632653e-24	0.8960718397467277	1.2666230108530891	0.0096352024470114	0.0397430085827827	True	True	2	2	1	NOVEL protein-confirmed	6.396071839746728	2.0	0.8960718397467277	0.5	1.0	0.5	1.0	0.5	0.0	0.0
ERBB2	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	X Diseases of the respiratory system (J10_)	Respiratory	Immune-cell-enriched	2.5346098441420937	1.1136470484904822e-17	0.867998558891906				False	False	5	3	1	NOVEL colocalized	6.367998558891906	2.0	0.867998558891906	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ERBB2	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	X Diseases of the respiratory system (J10_)	Respiratory	Immune-cell-enriched	2.5117281702729644	6.407249370969635e-13	0.3546628412995258				False	True	5	3	1	novel nomination	6.354662841299525	2.0	0.3546628412995258	1.5	1.5	0.5	0.0	0.5	0.0	0.0
ERBB2	Asthma-related acute respiratory infections	ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	Asthma and related endpoints	Respiratory	Immune-cell-enriched	3.750716337771113	4.541983183158259e-15	0.5906763948281926				False	False	5	3	1	novel nomination	6.090676394828193	2.0	0.5906763948281926	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ERBB2	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	X Diseases of the respiratory system (J10_)	Respiratory	Immune-cell-enriched	2.4485050010611644	7.465016925513295e-15	0.0095616055338695				False	True	5	3	1	novel nomination	6.00956160553387	2.0	0.0095616055338695	1.5	1.5	0.5	0.0	0.5	0.0	0.0
SLC12A2	Other disorders of veins	I9_VEINSOTH	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	0.5170189731301592	5.0856579266310096e-18	0.9967462690336822				False	False	3	3	1	NOVEL colocalized	5.996746269033682	2.0	0.9967462690336822	1.0	1.5	0.5	0.0	0.0	0.0	0.0
CFH	Age-related macular degeneration (whether dry or wet)	H7_AMD	VII Diseases of the eye and adnexa (H7_)	Ophthalmological	Complement/Coagulation	0.0042570452399317	0.0	0.9812708896620403	0.2019251656447427	0.0	0.0443715561292391	True	False	3	1	0	NOVEL protein-confirmed	5.98127088966204	2.0	0.9812708896620403	1.0	0.5	0.5	1.0	0.0	0.0	0.0
CFH	Moderate visual impairment, binocular	H7_MODVISIMPBINOC	VII Diseases of the eye and adnexa (H7_)	Ophthalmological	Complement/Coagulation	0.0177508991397078	1.5012823920837778e-18	0.977066649309138	0.3189562835246764	0.0	0.6606020571569452	True	False	3	1	0	NOVEL protein-confirmed	5.977066649309138	2.0	0.977066649309138	1.0	0.5	0.5	1.0	0.0	0.0	0.0
CFH	Disorders of choroid and retina	H7_CHOROIDRETINA	VII Diseases of the eye and adnexa (H7_)	Ophthalmological	Complement/Coagulation	0.2667518090729608	8.841946500799477e-72	0.927315547134516	0.6915225752813426	0.0	0.0209901984577576	True	False	3	1	0	NOVEL protein-confirmed	5.927315547134516	2.0	0.927315547134516	1.0	0.5	0.5	1.0	0.0	0.0	0.0
ACE	Cardiovascular diseases (excluding rheumatic etc)	FG_CVD	Cardiometabolic endpoints	Cardiovascular	Immune-cell-enriched	1.583523828123102	1.0965465023882905e-07	0.996736208753491				False	False	6	3	1	NOVEL colocalized	5.888730797957095	1.3919945892036039	0.996736208753491	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ERBB2	Asthma-related infections	ASTHMA_INFECTIONS	Asthma and related endpoints	Respiratory	Immune-cell-enriched	2.977362745284573	1.690373944231423e-13	0.3729028269869706				False	False	5	3	1	novel nomination	5.872902826986971	2.0	0.3729028269869706	1.5	1.5	0.5	0.0	0.0	0.0	0.0
CFH	Diabetic retinopathy	DM_RETINOPATHY	Diabetes endpoints	Metabolic/Endocrine	Complement/Coagulation	0.3579069127583938	3.061075679280583e-11	0.8327701738634928	0.7728387486462183	2.2934987242706484e-12	0.0039943348980591	True	False	3	1	0	NOVEL protein-confirmed	5.8327701738634925	2.0	0.8327701738634928	1.0	0.5	0.5	1.0	0.0	0.0	0.0
IL2RA	Infective dermatitis	L12_INFECT_DERM	XII Diseases of the skin and subcutaneous tissue (L12_)	Dermatological	Cytokine/Interleukin	2.677952717841917	5.041702095777248e-07	0.999987959852455	0.7623132836272177	0.3308803240262721	0.0214696488644315	False	False	4	3	1	NOVEL colocalized	5.759472523753443	1.2594845639009884	0.999987959852455	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ERBB2	Allergic asthma (mode)	ALLERG_ASTHMA	Asthma and related endpoints	Respiratory	Immune-cell-enriched	4.071633011852083	3.776289817880603e-09	0.5448505566378351				False	False	5	3	1	novel nomination	5.729437493120877	1.6845869364830424	0.5448505566378351	1.5	1.5	0.5	0.0	0.0	0.0	0.0
CFH	Diabetic retinopathy (more control exclusions)	DM_RETINOPATHY_EXMORE	Diabetes endpoints	Metabolic/Endocrine	Complement/Coagulation	0.3677676682750168	1.2592596886691155e-09	0.9197413174787132	0.771150261474151	9.277023593767808e-12	0.0941501720614574	True	False	3	1	0	NOVEL protein-confirmed	5.6997182572830125	1.779976939804299	0.9197413174787132	1.0	0.5	0.5	1.0	0.0	0.0	0.0
ACE	Hypertension	I9_HYPTENS	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	1.6114209191709736	5.32071809321131e-08	0.7351814866098264				False	False	6	3	1	novel nomination	5.6899874367345245	1.4548059501246982	0.7351814866098264	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ERBB2	Childhood asthma (age<16) (more control exclusions)	ASTHMA_CHILD_EXMORE	Asthma and related endpoints	Respiratory	Immune-cell-enriched	26.543981962122	1.9984127993326882e-33	0.1824659740083115				False	False	5	3	1	novel nomination	5.682465974008311	2.0	0.1824659740083115	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ERBB2	Chronic lower respiratory diseases	J10_LOWCHRON	X Diseases of the respiratory system (J10_)	Respiratory	Immune-cell-enriched	2.1655678643910297	1.6778714428059024e-17	0.0419946495378994				False	False	5	3	1	novel nomination	5.5419946495379	2.0	0.0419946495378994	1.5	1.5	0.5	0.0	0.0	0.0	0.0
LTBP3	Otosclerosis	H8_OTOSCLE	VIII Diseases of the ear and mastoid process (H8_)	Other	Cytokine/Interleukin	0.3359486768560703	4.930571318593161e-27	0.9996089950080024				False	False	6	1	0	NOVEL colocalized	5.4996089950080025	2.0	0.9996089950080024	1.5	0.5	0.5	0.0	0.0	0.0	0.0
CFH	Visual impairment including blindness (binocular or monocular)	H7_BLINDANDVISIMPAIRMENT	VII Diseases of the eye and adnexa (H7_)	Ophthalmological	Complement/Coagulation	0.143574053465516	1.7067827522296015e-08	0.9429725171898508	0.5798615599998604	4.3223202794706594e-12	0.8594976729133347	True	False	3	1	0	NOVEL protein-confirmed	5.496536868094294	1.553564350904443	0.9429725171898508	1.0	0.5	0.5	1.0	0.0	0.0	0.0
CTLA4	Rheumatoid arthritis	M13_RHEUMA	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	Musculoskeletal	Immune checkpoint	0.5105947113703064	2.080771310971751e-11	0.9848967890091272				False	True	7	3	1	recovered known axis	5.484896789009127	2.0	0.9848967890091272	1.5	1.5	0.5	0.0	0.5	1.5	0.0
ERBB3	Disorders of the thyroid gland	E4_THYROID	IV Endocrine, nutritional and metabolic diseases (E4_)	Metabolic/Endocrine	Immune-cell-enriched	0.7796320736151209	2.177526284997434e-08	0.9166347956308312	0.8927103653647533	0.2242200629793194	0.0035980969130455	False	False	7	2	0	NOVEL colocalized	5.449042114411728	1.5324073187808962	0.9166347956308312	1.5	1.0	0.5	0.0	0.0	0.0	0.0
LTBR	Peritonsillar abscess	J10_PERITONSABSC	X Diseases of the respiratory system (J10_)	Respiratory	Cytokine/Interleukin	1.5615384679040123	1.4388465962137062e-11	0.928305461394109	2.0295356881909408	0.070236020115928	0.0223233446995396	False	False	4	1	0	NOVEL colocalized	5.428305461394109	2.0	0.928305461394109	1.5	0.5	0.5	0.0	0.0	0.0	0.0
SERPING1	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	X Diseases of the respiratory system (J10_)	Respiratory	Complement/Coagulation	1.162979973113265	5.177339522747978e-06	0.8659124539412469	0.9262120251711276	9.100498132852408e-11	0.9731281446190128	False	True	4	1	0	NOVEL colocalized	5.423091124672094	1.0571786707308475	0.8659124539412469	1.5	0.5	0.5	0.5	0.5	0.0	0.0
IL1RL1	Dermatitis and eczema	L12_DERMATITISECZEMA	XII Diseases of the skin and subcutaneous tissue (L12_)	Dermatological	Cytokine/Interleukin	0.7427694875590338	2.78540023178354e-21	0.91718861568723	1.0591273185977008	6.333467084118638e-11	3.0580211345969996e-14	False	False	3	2	0	NOVEL colocalized	5.41718861568723	2.0	0.91718861568723	1.0	1.0	0.5	0.0	0.0	0.0	0.0
ACE	Dementia	F5_DEMENTIA	V Mental and behavioural disorders (F5_)	Neurological/Psychiatric	Immune-cell-enriched	0.4395453890280715	3.079756859936873e-05	0.9947524105634636				False	False	6	3	1	NOVEL colocalized	5.397049124312456	0.9022967137489928	0.9947524105634636	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ACE	Any dementia (more control exclusions)	KRA_PSY_DEMENTIA_EXMORE	Psychiatric endpoints from Katri Räikkönen	Other	Immune-cell-enriched	0.4135117739966673	3.94340701811956e-05	0.9941230114752204				False	False	6	3	1	NOVEL colocalized	5.374948690470892	0.8808256789956712	0.9941230114752204	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ACE	Hypertension, essential	I9_HYPTENSESS	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	1.5336163437590753	2.417873540704059e-05	0.9171193870621994				False	False	6	3	1	NOVEL colocalized	5.34043267052074	0.9233132834585408	0.9171193870621994	1.5	1.5	0.5	0.0	0.0	0.0	0.0
TLR1	Allergic rhinitis	ALLERG_RHINITIS	Comorbidities of Asthma	Respiratory	Immune-cell-enriched	1.2964883910998768	8.349988997098454e-10	0.0144148845696375	2.033021945303759	0.0069610859236199	0.0479159377392555	True	False	4	1	0	novel nomination	5.330077703928069	1.815662819358431	0.0144148845696375	1.5	0.5	0.5	1.0	0.0	0.0	0.0
ERBB2	Acute sinusitis	J10_SINUSITIS	X Diseases of the respiratory system (J10_)	Respiratory	Immune-cell-enriched	2.2394573930073407	8.53572430912028e-06	0.8125497104950861				False	False	5	3	1	NOVEL colocalized	5.326301634576408	1.0137519240813218	0.8125497104950861	1.5	1.5	0.5	0.0	0.0	0.0	0.0
CFH	Wet age-related macular degeneration	WET_AMD	VII Diseases of the eye and adnexa (H7_)	Ophthalmological	Complement/Coagulation	0.0033765547869197	4.8995852941871896e-235	0.2734016063474143	0.1907235230477849	0.0	2.1102656417019876e-08	True	False	3	1	0	novel nomination	5.273401606347415	2.0	0.2734016063474143	1.0	0.5	0.5	1.0	0.0	0.0	0.0
ACE	Unspecific neurodegenerative disorder	G6_NEURODEGENERATIVE	VI Diseases of the nervous system (G6_)	Neurological/Psychiatric	Immune-cell-enriched	0.4268617803314671	0.0001300241435789	0.992105037291454				False	False	6	3	1	NOVEL colocalized	5.269300236907726	0.7771951996162716	0.992105037291454	1.5	1.5	0.5	0.0	0.0	0.0	0.0
SERPING1	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	X Diseases of the respiratory system (J10_)	Respiratory	Complement/Coagulation	1.163457501518054	8.245577597483483e-05	0.9493846985506842	0.9280730872417092	7.829300319173171e-09	0.9741704467816464	False	True	4	1	0	NOVEL colocalized	5.266140481930835	0.8167557833801501	0.9493846985506842	1.5	0.5	0.5	0.5	0.5	0.0	0.0
ACE	Dementia, including avohilmo	F5_DEMENTIA_INCLAVO	V Mental and behavioural disorders (F5_)	Neurological/Psychiatric	Immune-cell-enriched	0.4744912070409275	0.0002195655257414	0.993993523139756				False	False	6	3	1	NOVEL colocalized	5.22568069273788	0.731687169598124	0.993993523139756	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ERBB3	Type 1 diabetes, definitions combined	T1D	Diabetes endpoints	Metabolic/Endocrine	Immune-cell-enriched	0.4243341111823029	3.580158529850194e-07	0.9011520913604174	0.8277152824760282	0.5874392086865359	0.0053142737880016	False	False	7	2	0	NOVEL colocalized	5.190371639824111	1.2892195484636932	0.9011520913604174	1.5	1.0	0.5	0.0	0.0	0.0	0.0
LTBR	Acute appendicitis, no complications	APPENDACUT_NOCOMPLIC	XI Diseases of the digestive system (K11_)	Gastrointestinal	Cytokine/Interleukin	0.7741840410028175	1.0869089361560575e-09	0.8906235939777771	1.3248843876109844	0.2230812535596678	0.0224932214003984	False	False	4	1	0	NOVEL colocalized	5.183384962102858	1.7927613681250805	0.8906235939777771	1.5	0.5	0.5	0.0	0.0	0.0	0.0
LTBR	Acute appendicitis	K11_APPENDACUT	XI Diseases of the digestive system (K11_)	Gastrointestinal	Cytokine/Interleukin	0.7514650362843256	1.4758043897283624e-16	0.6485307432887975	1.138504177540839	0.5254286274343354	0.0227666372448243	False	False	4	1	0	novel nomination	5.148530743288798	2.0	0.6485307432887975	1.5	0.5	0.5	0.0	0.0	0.0	0.0
IL1RL1	Atopic dermatitis	L12_ATOPIC	XII Diseases of the skin and subcutaneous tissue (L12_)	Dermatological	Cytokine/Interleukin	0.6087609047893114	2.367577160217269e-30	0.6329909772896963	1.0778793560369735	2.623117278943709e-09	5.896138597223943e-25	False	False	3	2	0	novel nomination	5.132990977289696	2.0	0.6329909772896963	1.0	1.0	0.5	0.0	0.0	0.0	0.0
ERBB2	Alcohol use disorder, Swedish definition	AUD_SWEDISH	Alcohol related diseases	Other	Immune-cell-enriched	2.020176586772839	0.0006813767532915	0.985269890337062				False	False	5	3	1	NOVEL colocalized	5.118592427827775	0.6333225374907121	0.985269890337062	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ACE	Other degenerative diseases of the nervous system	NEURODEGOTH	Comorbidities of Gastrointestinal endpoints	Gastrointestinal	Immune-cell-enriched	0.444236526193862	0.0008192677655943	0.987637595844271				False	False	6	3	1	NOVEL colocalized	5.104952422301886	0.6173148264576147	0.987637595844271	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ACE	Alzheimer disease	G6_ALZHEIMER	VI Diseases of the nervous system (G6_)	Neurological/Psychiatric	Immune-cell-enriched	0.3974958645435714	0.0012106211244538	0.9909208744708036				False	False	6	3	1	NOVEL colocalized	5.074319224918016	0.5833983504472118	0.9909208744708036	1.5	1.5	0.5	0.0	0.0	0.0	0.0
SLC12A2	Erysipelas	AB1_ERYSIPELAS	I Certain infectious and parasitic diseases (AB1_)	Infection	Immune-cell-enriched	0.7050466241437757	4.013796450740785e-06	0.9912106856984304				False	False	3	3	1	NOVEL colocalized	5.070499616779723	1.0792889310812925	0.9912106856984304	1.0	1.5	0.5	0.0	0.0	0.0	0.0
ERBB2	Ulcerative colitis (strict definition, require KELA, min 2 HDR)	K11_UC_STRICT2	XI Diseases of the digestive system (K11_)	Gastrointestinal	Immune-cell-enriched	0.3362654250602673	0.0477331505665214	0.7975334135911363				False	True	5	3	1	novel nomination	5.061769393516553	0.2642359799254165	0.7975334135911363	1.5	1.5	0.5	0.0	0.5	0.0	0.0
IL4R	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	X Diseases of the respiratory system (J10_)	Respiratory	Cytokine/Interleukin	0.8188116823340597	2.0400496451893957e-08	5.062682440695875e-10	0.8065198112685226	0.0006864880052281	0.0526095521951437	True	True	1	3	1	novel nomination	5.0380718532593765	1.538071852753108	5.062682440695875e-10	0.0	1.5	0.5	1.0	0.5	0.0	0.0
ERBB2	Cholelithiasis	K11_CHOLELITH	XI Diseases of the digestive system (K11_)	Gastrointestinal	Immune-cell-enriched	1.7905023657632904	0.0001861758914762	0.7770906185292499				False	False	5	3	1	novel nomination	5.023105930113971	0.7460153115847205	0.7770906185292499	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ERBB3	Type1 diabetes, definitions combined, early onset	T1D_EARLY	Diabetes endpoints	Metabolic/Endocrine	Immune-cell-enriched	0.3329634786733688	6.450073628856914e-08	0.5849436803903908	1.0915283959201438	0.8401015898615096	0.0077246962803278	False	False	7	2	0	novel nomination	5.023030745946322	1.4380870655559308	0.5849436803903908	1.5	1.0	0.5	0.0	0.0	0.0	0.0
ERBB2	Acute bronchiolitis	J10_BRONCHIOLITIS	X Diseases of the respiratory system (J10_)	Respiratory	Immune-cell-enriched	9.33832974261792	0.0003764931035747	0.8300613310215442				False	False	5	3	1	NOVEL colocalized	5.014909925940433	0.6848485949188892	0.8300613310215442	1.5	1.5	0.5	0.0	0.0	0.0	0.0
ERBB3	Hypothyroidism, strict autoimmune	E4_HYTHY_AI_STRICT	IV Endocrine, nutritional and metabolic diseases (E4_)	Metabolic/Endocrine	Immune-cell-enriched	0.6796467531150217	2.4089625856197625e-16	0.0008631528253981	0.898175124093138	0.3230764845497809	0.0037662978199452	False	False	7	2	0	novel nomination	5.0008631528253975	2.0	0.0008631528253981	1.5	1.0	0.5	0.0	0.0	0.0	0.0
ERBB3	Autoimmune diseases	AUTOIMMUNE	Diseases marked as autimmune origin	Haematological/Immune	Immune-cell-enriched	0.7956565977955926	1.9606599208830265e-11	1.3719642869441609e-05	0.9862650587858122	0.854126904919585	0.0050367689189359	False	False	7	2	0	novel nomination	5.000013719642869	2.0	1.3719642869441609e-05	1.5	1.0	0.5	0.0	0.0	0.0	0.0
IL18RAP	Asthma (only as main-diagnosis) (more control exclusions)	J10_ASTHMA_MAIN_EXMORE	X Diseases of the respiratory system (J10_)	Respiratory	Cytokine/Interleukin	0.9208904584039718	3.730689735623657e-15	2.0231503390588864e-08				False	True	5	1	0	novel nomination	5.000000020231504	2.0	2.0231503390588864e-08	1.5	0.5	0.5	0.0	0.5	0.0	0.0
IL18RAP	Asthma (more control exclusions)	J10_ASTHMA_EXMORE	X Diseases of the respiratory system (J10_)	Respiratory	Cytokine/Interleukin	0.9224218492536304	1.1662172385748545e-17	9.516603013176037e-09				False	True	5	1	0	novel nomination	5.000000009516603	2.0	9.516603013176037e-09	1.5	0.5	0.5	0.0	0.5	0.0	0.0
CFH	Dry age-related macular degeneration (includes geographic atrophy)	DRY_AMD	VII Diseases of the eye and adnexa (H7_)	Ophthalmological	Complement/Coagulation	0.0041737760947966	6.226355914694706e-274	3.8407948508975966e-10	0.1922281549130204	0.0	0.9845108309526494	True	False	3	1	0	novel nomination	5.000000000384079	2.0	3.8407948508975966e-10	1.0	0.5	0.5	1.0	0.0	0.0	0.0
IL4R	Chronic lower respiratory diseases	J10_LOWCHRON	X Diseases of the respiratory system (J10_)	Respiratory	Cytokine/Interleukin	0.8326859793722858	1.1875465430461138e-11	2.2298906565913305e-13	0.8652048400094299	0.004519169711455	0.0526095551257111	True	False	1	3	1	novel nomination	5.000000000000223	2.0	2.2298906565913305e-13	0.0	1.5	0.5	1.0	0.0	0.0	0.0
IL18RAP	Childhood asthma (age<16) (more control exclusions)	ASTHMA_CHILD_EXMORE	Asthma and related endpoints	Respiratory	Cytokine/Interleukin	0.8423131723656948	2.260134361069464e-11	2.1169474502518624e-14				False	True	5	1	0	novel nomination	5.000000000000021	2.0	2.1169474502518624e-14	1.5	0.5	0.5	0.0	0.5	0.0	0.0
IL4R	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	X Diseases of the respiratory system (J10_)	Respiratory	Cytokine/Interleukin	0.7870127881618032	2.6959627131203832e-14	2.159805724010656e-15	0.8866206744785643	0.0492384622161448	0.0526095551414023	True	False	1	3	1	novel nomination	5.000000000000002	2.0	2.159805724010656e-15	0.0	1.5	0.5	1.0	0.0	0.0	0.0
IL4	Asthma/COPD (KELA code 203)	J10_ASTHMACOPDKELA	X Diseases of the respiratory system (J10_)	Respiratory	Cytokine/Interleukin	0.675005507096699	2.1431394855044536e-12	1.2006033208543505e-29	0.8602688695146254	0.0403958287676524	0.0562110375883523	True	False	5	3	1	recovered known axis	5.0	2.0	1.2006033208543505e-29	1.5	1.5	0.5	1.0	0.0	1.5	0.0
IL6ST	Rheumatoid arthritis	M13_RHEUMA	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	Musculoskeletal	Cytokine/Interleukin	2.632384596643061	1.589691802796057e-13	0.9999999994501394	0.8989943213580694	0.1161980605024952	0.0305236088255438	False	True	7	2	0	recovered known axis	4.999999999450139	2.0	0.9999999994501394	1.5	1.0	0.5	0.0	0.5	1.5	0.0
IL6ST	Polyarthropathies	M13_POLYARTHROPATHIES	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	Musculoskeletal	Cytokine/Interleukin	1.7476171009027797	6.63851948591804e-11	0.9999997976218884	0.9870485722267738	0.7630157774396975	0.0068886359723498	False	True	7	2	0	recovered known axis	4.999999797621888	2.0	0.9999997976218884	1.5	1.0	0.5	0.0	0.5	1.5	0.0
PSRC1	Coronary atherosclerosis	I9_CORATHER	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	0.8271831854130581	9.227066656692128e-23	0.9943703078212502				False	True	3	0	0	NOVEL colocalized	4.99437030782125	2.0	0.9943703078212502	1.0	0.0	0.5	0.0	0.5	0.0	0.0
PSRC1	Ischaemic heart disease, wide definition	I9_IHD	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	0.8555309876379927	2.3322609932015485e-19	0.9907696290401288				False	True	3	0	0	NOVEL colocalized	4.990769629040129	2.0	0.9907696290401288	1.0	0.0	0.5	0.0	0.5	0.0	0.0
PSRC1	Major coronary heart disease event	I9_CHD	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	0.8503219654685883	1.8926191055315358e-15	0.9881190066630412				False	True	3	0	0	NOVEL colocalized	4.988119006663041	2.0	0.9881190066630412	1.0	0.0	0.5	0.0	0.5	0.0	0.0
CTLA4	Seropositive rheumatoid arthritis, wide	RHEUMA_SEROPOS_WIDE	Rheuma endpoints	Musculoskeletal	Immune checkpoint	0.4492852686289045	1.321860768846024e-12	0.98693191683486				False	False	7	3	1	recovered known axis	4.98693191683486	2.0	0.98693191683486	1.5	1.5	0.5	0.0	0.0	1.5	0.0
FES	Hypertension	I9_HYPTENS	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	0.8468839990603911	1.3034218837950704e-28	0.9776632698994542				False	False	5	0	0	NOVEL colocalized	4.977663269899454	2.0	0.9776632698994542	1.5	0.0	0.5	0.0	0.0	0.0	0.0
FES	Hypertension, essential	I9_HYPTENSESS	IX Diseases of the circulatory system (I9_)	Cardiovascular	Immune-cell-enriched	0.8460046418287235	5.514320203989423e-26	0.977121698275244				False	False	5	0	0	NOVEL colocalized	4.977121698275244	2.0	0.977121698275244	1.5	0.0	0.5	0.0	0.0	0.0	0.0
IL2RA	Other otitis externa (chronic)	H8_EXT_OTH	VIII Diseases of the ear and mastoid process (H8_)	Other	Cytokine/Interleukin	2.703888841808721	0.0044236581866256	0.9899209788955968	0.9676049395113588	0.932573452713832	0.0251248232859562	False	False	4	3	1	NOVEL colocalized	4.960764666511016	0.4708436876154196	0.9899209788955968	1.5	1.5	0.5	0.0	0.0	0.0	0.0
IL2RA	Atopic dermatitis	L12_ATOPIC	XII Diseases of the skin and subcutaneous tissue (L12_)	Dermatological	Cytokine/Interleukin	1.5381212974779424	3.175434721606137e-07	0.1497511264570503	1.04219439806407	0.7166278047899968	0.0223617810601449	False	False	4	3	1	novel nomination	4.949390488608881	1.29963936215183	0.1497511264570503	1.5	1.5	0.5	0.0	0.0	0.0	0.0
SERPING1	Chronic lower respiratory diseases	J10_LOWCHRON	X Diseases of the respiratory system (J10_)	Respiratory	Complement/Coagulation	1.1303163382881682	3.4200512538509883e-06	0.8512999644460612	0.9394991419030402	4.6894044203327206e-11	0.9750718512634338	False	False	4	1	0	NOVEL colocalized	4.944493441533204	1.0931934770871432	0.8512999644460612	1.5	0.5	0.5	0.5	0.0	0.0	0.0
