gene	acc	disease	disease_code	nsnp	PP_H0	PP_H1	PP_H2	PP_H3	PP_H4
LTBR	GCST90243176	Guillain-Barre	G6_GUILBAR	2559	0.7207877400259528	0.1083674214920063	0.14116248611036725	0.021214721640816482	0.008467630730857252
PLAU	GCST90243298	Sarcoidosis	D3_SARCOIDOSIS	2137	0.7757951044672208	0.11377824109305346	0.08892760632836408	0.0130336723928684	0.008465375718493312
IL4	GCST90241639	Coeliac disease	K11_COELIAC	2132	0.7606438571149375	0.11818311447066783	0.09758640957149098	0.01515380863207598	0.008432810210827696
LTBR	GCST90243176	Systemic lupus erythematosus	SLE_FG	2559	0.7337606755394175	0.11031784807768275	0.12833871645015607	0.019286893281261028	0.008295866651482657
TNFSF8	GCST90243150	Rheumatoid arthritis	M13_RHEUMA	2993	0.686895145007804	0.22695972182875962	0.058569052172734795	0.019343798206158527	0.008232282784543266
IFNGR2	GCST90241558	Multiple sclerosis	G6_MS	2801	0.7186595700872308	0.13017250953096457	0.12108576365644556	0.02192439330762637	0.00815776341773283
LTBR	GCST90243176	Sjogren syndrome	M13_SJOGREN	2559	0.7544627063477318	0.11343031180835654	0.10778210770984994	0.016196460603299035	0.008128413530762444
TNFSF8	GCST90243150	Ankylosing spondylitis	M13_ANKYLOSPON	2993	0.6635863800443224	0.21925818127962143	0.08201165942183619	0.02708974035427988	0.008054038899940228
IFNGR2	GCST90241556	Crohn's disease	CHRONNAS	2801	0.704203218008264	0.16193123038846305	0.10241224178697564	0.023541739859229003	0.007911569957068366
IFNGR2	GCST90241557	Crohn's disease	CHRONNAS	2801	0.7266112154013995	0.13955265019883378	0.10567103582299037	0.020287257694849847	0.007877840881926446
PLAU	GCST90243298	Ankylosing spondylitis	M13_ANKYLOSPON	2137	0.7747854321254134	0.11363016237681818	0.09045064337946157	0.013257630508210431	0.007876131610096412
PLAU	GCST90243298	Crohn's disease	CHRONNAS	2137	0.7782796397809281	0.1141426234619282	0.08700904114998788	0.012752944924698974	0.007815750682456792
CD226	GCST90240639	Sarcoidosis	D3_SARCOIDOSIS	4049	0.6755313116613142	0.16013617774646338	0.12658660642195052	0.029999886428569284	0.007746017741702769
PLAU	GCST90243298	Sjogren syndrome	M13_SJOGREN	2137	0.7769756900392681	0.11395138597251185	0.08837811060781867	0.012953807627620696	0.007741005752780522
LTBR	GCST90243176	Coeliac disease	K11_COELIAC	2559	0.7458861812362308	0.11214086713541944	0.1167495179129204	0.017545123317724388	0.007678310397704676
TNFSF8	GCST90243150	Coeliac disease	K11_COELIAC	2993	0.6643762298685566	0.21951915866124594	0.08151796142752517	0.02692701006048347	0.007659639982188814
IL4	GCST90241639	Autoimmune hyperthyroidism	AUTOIMMUNE_HYPERTHYROIDISM	2132	0.7620184238733867	0.11839668430238587	0.09694007960669526	0.015054228976319826	0.00759058324121235
PLAU	GCST90243298	Multiple sclerosis	G6_MS	2137	0.7787730522747138	0.11421498742162971	0.08676938150980112	0.012718087660927807	0.007524491132927442
TNFRSF14	GCST90243162	Psoriasis	L12_PSORIASIS	2840	0.6973879263143524	0.1979730248246171	0.0757708353971485	0.021502300243948447	0.007365913219933487
IL4	GCST90241639	Rheumatoid arthritis	M13_RHEUMA	2132	0.7459360160038971	0.11589792087660478	0.11330000919591486	0.017596432598944778	0.007269621324638534
CD226	GCST90240640	Psoriasis	L12_PSORIASIS	4049	0.6269662004561047	0.24337416407806625	0.0882353372962713	0.034243790982191526	0.007180507187366177
PLAU	GCST90243298	Psoriasis	L12_PSORIASIS	2137	0.7959219892576683	0.11673005341689162	0.0701062351050421	0.010274825388239936	0.006966896832157974
SIGLEC9	GCST90242813	Rheumatoid arthritis	M13_RHEUMA	3698	0.0	0.8655667282826389	0.0	0.12780211220983848	0.006631159507540857
CD226	GCST90240639	Psoriasis	L12_PSORIASIS	4049	0.7039774247997433	0.1668793912009647	0.09907341971700863	0.023478980463405696	0.006590783818877517
IL4	GCST90241639	Multiple sclerosis	G6_MS	2132	0.7797817848060711	0.12115662155666644	0.08008796798250438	0.012436928663657015	0.006536696991101025
PLAU	GCST90243298	Rheumatoid arthritis	M13_RHEUMA	2137	0.797148489327632	0.11690993212437177	0.0695330987238468	0.010191519045795277	0.006216960778354253
CD226	GCST90240640	Rheumatoid arthritis	M13_RHEUMA	4049	0.6463239320463772	0.25088839967928817	0.06964412482296478	0.02702816597518219	0.0061153774761875165
CD226	GCST90240639	Rheumatoid arthritis	M13_RHEUMA	4049	0.72576404568465	0.1720439574235729	0.07820413152526559	0.018533005890240165	0.005454859476271459
LTBR	GCST90243176	Rheumatoid arthritis	M13_RHEUMA	2559	0.7916575236978396	0.11902239700246954	0.07303779314518283	0.010975619999335853	0.005306666155172191
TNFSF14	GCST90243143	Rheumatoid arthritis	M13_RHEUMA	3886	0.011899084333779052	0.103260186221416	0.091004803245384	0.7897350644860813	0.004100861713339706
ERBB3	GCST90242599	Psoriasis	L12_PSORIASIS	1793	7.345779376719451e-10	1.2279306747986428e-06	0.000597764874814642	0.9992318911727387	0.00016911528719397453
