olink_id	gene_symbol	protein_name	immune_class	immune_score	cytokine	chemokine	interferon_axis	TNF_axis	complement	coagulation	checkpoint	CD_marker	acute_phase	HLA_antigen	immunoglobulin	soluble_receptor	immune_cell_enriched	immune_source_cells	secreted_to_blood	msigdb_c7_immune_gene	rna_blood_cell_specificity	hpa_disease	hpa_protein_class
1032	FGA	Fibrinogen alpha chain	Acute-phase	2	0	0	0	0	0	1	0	0	1	0	0	0	0		1	1	Not detected in immune cells	Amyloidosis, Cancer-related genes, Disease variant, FDA approved drug targets	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted secreted proteins
1288	HPGDS	Hematopoietic prostaglandin D synthase	Acute-phase	3	0	0	0	0	0	0	0	0	1	0	0	0	1	Granulocyte	0	1	Immune cell enriched		Enzymes, Metabolic proteins, Predicted intracellular proteins
1289	HPSE	Heparanase	Acute-phase	3	0	0	0	0	0	0	0	0	1	0	0	0	1	Myeloid/Monocyte;Granulocyte	1	1	Immune cell enhanced		Enzymes, Metabolic proteins, Predicted secreted proteins
1559	LBP	Lipopolysaccharide-binding protein	Acute-phase	2	0	0	0	0	0	0	0	0	1	0	0	0	0		1	1	Not detected in immune cells		Plasma proteins, Predicted secreted proteins, Transporters
1945	ORM1	Alpha-1-acid glycoprotein 1	Acute-phase	3	0	0	0	0	0	0	0	0	1	0	0	0	1	Granulocyte	1	1	Immune cell enriched	Cancer-related genes, FDA approved drug targets	Cancer-related genes, Candidate cardiovascular disease genes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins
421	CD2	T-cell surface antigen CD2	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	T-cell;NK-cell	0	1	Group enriched	FDA approved drug targets	CD markers, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins
422	CD200	OX-2 membrane glycoprotein	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	B-cell	0	1	Group enriched		CD markers, Predicted intracellular proteins, Predicted membrane proteins
423	CD200R1	Cell surface glycoprotein CD200 receptor 1	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	1	1	Granulocyte	0	1	Immune cell enriched		Predicted intracellular proteins, Predicted membrane proteins
424	CD207	C-type lectin domain family 4 member K	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	Myeloid/Monocyte;Dendritic	0	1	Immune cell enriched		CD markers, Disease related genes, Predicted membrane proteins
425	CD209	CD209 antigen	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	Myeloid/Monocyte;Dendritic	0	1	Group enriched		CD markers, Predicted intracellular proteins, Predicted membrane proteins
426	CD22	B-cell receptor CD22	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	1	1	B-cell	0	1	Group enriched	FDA approved drug targets	CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
427	CD226	CD226 antigen	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	T-cell;NK-cell	0	1	Group enriched		CD markers, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
428	CD244	Natural killer cell receptor 2B4	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	1	1	Granulocyte	0	1	Immune cell enriched		CD markers, Human disease related genes, Plasma proteins, Predicted membrane proteins
429	CD248	Endosialin	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	T-cell	0	1	Immune cell enriched		CD markers, Predicted membrane proteins
430	CD27	CD27 antigen	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	T-cell	0	1	Immune cell enhanced	Cancer-related genes, Disease variant	Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins
434	CD2AP	CD2-associated protein	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	Myeloid/Monocyte;Dendritic	0	1	Immune cell enhanced		Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters
435	CD300A	CMRF35-like molecule 8	CD/Leukocyte surface	2	0	0	0	0	0	0	0	1	0	0	0	0	0		0	1	Low immune cell specificity		CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
436	CD300C	CMRF35-like molecule 6	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	Myeloid/Monocyte	0	1	Immune cell enhanced		CD markers, Predicted membrane proteins
437	CD300E	CMRF35-like molecule 2	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	Myeloid/Monocyte	0	1	Group enriched		CD markers, Predicted intracellular proteins, Predicted membrane proteins
438	CD300LF	CMRF35-like molecule 1	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	Granulocyte	0	1	Immune cell enhanced		CD markers, Predicted intracellular proteins, Predicted membrane proteins
439	CD300LG	CMRF35-like molecule 9	CD/Leukocyte surface	2	0	0	0	0	0	0	0	1	0	0	0	0	0		0	1	Not detected in immune cells		CD markers, Predicted intracellular proteins, Predicted membrane proteins
441	CD33	Myeloid cell surface antigen CD33	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	Myeloid/Monocyte;Dendritic	0	1	Group enriched	FDA approved drug targets	CD markers, FDA approved drug targets, Plasma proteins, Predicted membrane proteins
443	CD36	Platelet glycoprotein 4	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	Myeloid/Monocyte;Dendritic	0	1	Group enriched	Cancer-related genes, Disease variant	Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters
444	CD38	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	NK-cell	0	1	Immune cell enhanced	Cancer-related genes, Diabetes mellitus	Cancer-related genes, CD markers, Enzymes, Metabolic proteins, Predicted intracellular proteins
445	CD3D	T-cell surface glycoprotein CD3 delta chain	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	T-cell	0	1	Group enriched	FDA approved drug targets, SCID	CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
446	CD3E	T-cell surface glycoprotein CD3 epsilon chain	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	T-cell;NK-cell	0	1	Group enriched	FDA approved drug targets	CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Transporters
447	CD3G	T-cell surface glycoprotein CD3 gamma chain	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	T-cell	0	1	Group enriched	FDA approved drug targets	CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
448	CD4	T-cell surface glycoprotein CD4	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	Myeloid/Monocyte;T-cell;Dendritic	0	1	Group enriched	FDA approved drug targets	CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters
453	CD5	T-cell surface glycoprotein CD5	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	T-cell	0	1	Immune cell enhanced		CD markers, Predicted intracellular proteins, Predicted membrane proteins
457	CD5L	CD5 antigen-like	CD/Leukocyte surface	2	0	0	0	0	0	0	0	1	0	0	0	0	0		1	1	Not detected in immune cells		Plasma proteins, Predicted secreted proteins
458	CD6	T-cell differentiation antigen CD6	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	T-cell	1	1	Group enriched		CD markers, Predicted membrane proteins, Predicted secreted proteins
459	CD63	CD63 antigen	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	Granulocyte	0	1	Immune cell enhanced		CD markers, Plasma proteins, Predicted membrane proteins, Transporters
461	CD7	T-cell antigen CD7	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	NK-cell	0	1	Immune cell enhanced		CD markers, Predicted intracellular proteins, Predicted membrane proteins
462	CD70	CD70 antigen	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	T-cell	0	1	Immune cell enhanced	Cancer-related genes, Disease variant	Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
463	CD72	B-cell differentiation antigen CD72	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	B-cell	0	1	Group enriched		CD markers, Predicted intracellular proteins, Predicted membrane proteins
464	CD74	HLA class II histocompatibility antigen gamma chain	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	Myeloid/Monocyte;B-cell;Dendritic	1	1	Group enriched	Cancer-related genes	Cancer-related genes, CD markers, Disease related genes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters
467	CD82	CD82 antigen	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	0	1	Granulocyte	0	1	Immune cell enhanced	Cancer-related genes	Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
469	CD84	SLAM family member 5	CD/Leukocyte surface	2	0	0	0	0	0	0	0	1	0	0	0	0	0		0	1	Low immune cell specificity		CD markers, Predicted membrane proteins
471	CD8A	T-cell surface glycoprotein CD8 alpha chain	CD/Leukocyte surface	4	0	0	0	0	0	0	0	1	0	0	0	0	1	T-cell	0	1	Group enriched	Disease variant	CD markers, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
472	CD93	Complement component C1q receptor	CD/Leukocyte surface	3	0	0	0	0	0	0	0	1	0	0	0	1	1	Myeloid/Monocyte;Granulocyte;Dendritic	0	1	Group enriched		CD markers, Plasma proteins, Predicted membrane proteins
380	CCL11	Eotaxin	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Cancer-related genes	Cancer-related genes, Human disease related genes, Predicted secreted proteins
381	CCL13	C-C motif chemokine 13	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Cancer-related genes	Cancer-related genes, Predicted intracellular proteins, Predicted secreted proteins
382	CCL14	C-C motif chemokine 14	Chemokine axis	2	0	1	0	0	0	0	0	0	0	0	0	0	0		1	0	Not detected in immune cells	Cancer-related genes	Cancer-related genes, Plasma proteins, Predicted secreted proteins
383	CCL15	C-C motif chemokine 15	Chemokine axis	2	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
384	CCL16	C-C motif chemokine 16	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Cancer-related genes	Cancer-related genes, Plasma proteins, Predicted secreted proteins
385	CCL17	C-C motif chemokine 17	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Predicted secreted proteins
386	CCL18	C-C motif chemokine 18	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Cancer-related genes	Cancer-related genes, Plasma proteins, Predicted secreted proteins
387	CCL19	C-C motif chemokine 19	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Cancer-related genes	Cancer-related genes, Predicted secreted proteins
388	CCL2	C-C motif chemokine 2	Chemokine axis	5	0	1	0	0	0	0	0	0	0	0	0	0	1	Myeloid/Monocyte;Granulocyte	1	1	Group enriched	Cancer-related genes	Cancer-related genes, Candidate cardiovascular disease genes, Human disease related genes, Plasma proteins, Predicted secreted proteins
389	CCL20	C-C motif chemokine 20	Chemokine axis	5	0	1	0	0	0	0	0	0	0	0	0	0	1	T-cell	1	1	Immune cell enhanced		Predicted secreted proteins
390	CCL21	C-C motif chemokine 21	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Cancer-related genes	Cancer-related genes, Plasma proteins, Predicted secreted proteins
391	CCL22	C-C motif chemokine 22	Chemokine axis	2	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Low immune cell specificity		Predicted secreted proteins
392	CCL23	C-C motif chemokine 23	Chemokine axis	5	0	1	0	0	0	0	0	0	0	0	0	0	1	Granulocyte	1	1	Immune cell enriched	Cancer-related genes	Cancer-related genes, Plasma proteins, Predicted secreted proteins
393	CCL24	C-C motif chemokine 24	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Predicted secreted proteins
394	CCL25	C-C motif chemokine 25	Chemokine axis	5	0	1	0	0	0	0	0	0	0	0	0	0	1	NK-cell	1	1	Immune cell enriched		Predicted secreted proteins
395	CCL26	C-C motif chemokine 26	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Human disease related genes, Predicted secreted proteins
396	CCL27	C-C motif chemokine 27	Chemokine axis	2	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Predicted secreted proteins
397	CCL28	C-C motif chemokine 28	Chemokine axis	2	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Low immune cell specificity		Predicted intracellular proteins, Predicted secreted proteins
398	CCL3	C-C motif chemokine 3	Chemokine axis	5	0	1	0	0	0	0	0	0	0	0	0	0	1	T-cell	1	1	Immune cell enhanced	Cancer-related genes	Cancer-related genes, Predicted secreted proteins
399	CCL4	C-C motif chemokine 4	Chemokine axis	5	0	1	0	0	0	0	0	0	0	0	0	0	1	T-cell	1	1	Immune cell enhanced	Cancer-related genes	Cancer-related genes, Predicted secreted proteins
400	CCL5	C-C motif chemokine 5	Chemokine axis	5	0	1	0	0	0	0	0	0	0	0	0	0	1	T-cell	1	1	Immune cell enhanced	Cancer-related genes	Cancer-related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins
401	CCL7	C-C motif chemokine 7	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Cancer-related genes	Cancer-related genes, Predicted membrane proteins, Predicted secreted proteins
402	CCL8	C-C motif chemokine 8	Chemokine axis	5	0	1	0	0	0	0	0	0	0	0	0	0	1	Myeloid/Monocyte	1	1	Immune cell enriched	Cancer-related genes	Cancer-related genes, Predicted secreted proteins
737	CX3CL1	Fractalkine	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Plasma proteins, Predicted membrane proteins, Predicted secreted proteins
739	CXCL1	Growth-regulated alpha protein	Chemokine axis	5	0	1	0	0	0	0	0	0	0	0	0	0	1	Granulocyte	1	1	Immune cell enriched	Cancer-related genes	Cancer-related genes, Plasma proteins, Predicted secreted proteins
740	CXCL10	C-X-C motif chemokine 10	Chemokine axis	5	0	1	0	0	0	0	0	0	0	0	0	0	1	Myeloid/Monocyte	1	1	Group enriched	Cancer-related genes	Cancer-related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins
741	CXCL11	C-X-C motif chemokine 11	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Human disease related genes, Predicted secreted proteins
742	CXCL12	Stromal cell-derived factor 1	Chemokine axis	2	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Predicted secreted proteins
743	CXCL13	C-X-C motif chemokine 13	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Cancer-related genes	Cancer-related genes, Predicted secreted proteins
744	CXCL14	C-X-C motif chemokine 14	Chemokine axis	2	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Predicted secreted proteins
745	CXCL16	C-X-C motif chemokine 16	Chemokine axis	4	0	1	0	0	0	0	0	0	0	0	0	0	1	Myeloid/Monocyte;Granulocyte;Dendritic	1	1	Group enriched		Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters
746	CXCL17	C-X-C motif chemokine 17	Chemokine axis	2	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Predicted secreted proteins
747	CXCL3	C-X-C motif chemokine 3	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Plasma proteins, Predicted secreted proteins
748	CXCL5	C-X-C motif chemokine 5	Chemokine axis	2	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Cancer-related genes	Cancer-related genes, Plasma proteins, Predicted secreted proteins
749	CXCL6	C-X-C motif chemokine 6	Chemokine axis	4	0	1	0	0	0	0	0	0	0	0	0	0	1	Granulocyte	1	1	Immune cell enriched		Predicted secreted proteins
750	CXCL8	Interleukin-8	Chemokine axis	5	0	1	0	0	0	0	0	0	0	0	0	0	1	Granulocyte	1	1	Immune cell enriched	Cancer-related genes	Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins
751	CXCL9	C-X-C motif chemokine 9	Chemokine axis	3	0	1	0	0	0	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Cancer-related genes	Cancer-related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins
2027	PF4	Platelet factor 4	Chemokine axis	4	0	1	0	0	0	0	0	0	0	0	0	0	1	Granulocyte	1	1	Immune cell enriched	Cancer-related genes	Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins
2105	PPBP	Platelet basic protein	Chemokine axis	4	0	1	0	0	0	0	0	0	0	0	0	0	1	Granulocyte	1	1	Group enriched		Plasma proteins, Predicted secreted proteins
2897	XCL1	Lymphotactin	Chemokine axis	4	0	1	0	0	0	0	0	0	0	0	0	0	1	NK-cell	1	1	Immune cell enriched		Predicted secreted proteins
300	C1GALT1C1	C1GALT1-specific chaperone 1	Complement/Coagulation	2	0	0	0	0	1	0	0	0	0	0	0	0	0		0	1	Low immune cell specificity	Disease variant, Hemolytic uremic syndrome	Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins
301	C1QA	Complement C1q subcomponent subunit A	Complement/Coagulation	5	0	0	0	0	1	0	0	0	0	0	0	0	1	Myeloid/Monocyte	1	1	Group enriched		Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
302	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	Complement/Coagulation	3	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Low immune cell specificity	Cancer-related genes, Disease variant, Primary mitochondrial disease	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins, Transporters
303	C1QL2	Complement C1q-like protein 2	Complement/Coagulation	2	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Predicted secreted proteins, Transporters
304	C1QTNF1	Complement C1q tumor necrosis factor-related protein 1	Complement/Coagulation	4	0	0	0	1	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Predicted intracellular proteins, Predicted secreted proteins
305	C1QTNF5	Complement C1q tumor necrosis factor-related protein 5	Complement/Coagulation	4	0	0	0	1	1	0	0	0	0	0	0	0	0		1	0	Not detected in immune cells	Disease variant	Disease related genes, Human disease related genes, Predicted secreted proteins
306	C1QTNF6	Complement C1q tumor necrosis factor-related protein 6	Complement/Coagulation	4	0	0	0	1	1	0	0	0	0	0	0	0	0		1	1	Low immune cell specificity		Predicted intracellular proteins, Predicted secreted proteins
307	C1QTNF9	Complement C1q and tumor necrosis factor-related protein 9A	Complement/Coagulation	4	0	0	0	1	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Predicted secreted proteins, Transporters
308	C1R	Complement C1r subcomponent	Complement/Coagulation	2	0	0	0	0	1	0	0	0	0	0	0	0	0		0	1	Not detected in immune cells		Human disease related genes, Predicted intracellular proteins
309	C1RL	Complement C1r subcomponent-like protein	Complement/Coagulation	5	0	0	0	0	1	0	0	0	0	0	0	0	1	Granulocyte	1	1	Immune cell enhanced		Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
310	C1S	Complement C1s subcomponent	Complement/Coagulation	3	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Disease variant, Ehlers-Danlos syndrome, FDA approved drug targets	Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
311	C2	Complement C2	Complement/Coagulation	5	0	0	0	0	1	0	0	0	0	0	0	0	1	Myeloid/Monocyte	1	1	Immune cell enhanced	Age-related macular degeneration, Disease variant	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins
312	C2CD2L	Phospholipid transfer protein C2CD2L	Complement/Coagulation	2	0	0	0	0	1	0	0	0	0	0	0	0	0		0	1	Low immune cell specificity		Predicted intracellular proteins, Predicted membrane proteins, Transporters
313	C2orf69	UPF0565 protein C2orf69	Complement/Coagulation	2	0	0	0	0	1	0	0	0	0	0	0	0	0		0	1	Low immune cell specificity	Primary mitochondrial disease	Disease related genes, Human disease related genes, Predicted intracellular proteins
314	C3	Complement C3	Complement/Coagulation	5	0	0	0	0	1	0	0	0	0	0	0	0	1	Myeloid/Monocyte	1	1	Immune cell enriched	Age-related macular degeneration, Disease variant, FDA approved drug targets, Hemolytic uremic syndrome	Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
315	C4BPB	C4b-binding protein beta chain	Complement/Coagulation	5	0	0	0	0	1	0	0	0	0	0	0	0	1	Myeloid/Monocyte;Dendritic	1	1	Immune cell enhanced		Human disease related genes, Plasma proteins, Predicted secreted proteins
316	C5	Complement C5	Complement/Coagulation	3	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Disease variant, FDA approved drug targets	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
317	C7	Complement component C7	Complement/Coagulation	3	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Cancer-related genes, Disease variant	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins
318	C7orf50	Uncharacterized protein C7orf50	Complement/Coagulation	2	0	0	0	0	1	0	0	0	0	0	0	0	0		0	1	Low immune cell specificity		Predicted intracellular proteins
319	C8B	Complement component C8 beta chain	Complement/Coagulation	5	0	0	0	0	1	0	0	0	0	0	0	0	1	Granulocyte	1	1	Immune cell enriched		Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins
320	C9	Complement component C9	Complement/Coagulation	3	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Age-related macular degeneration, Disease variant	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
321	C9orf40	Uncharacterized protein C9orf40	Complement/Coagulation	4	0	0	0	0	1	0	0	0	0	0	0	0	1	Granulocyte	0	1	Immune cell enhanced		Predicted intracellular proteins
451	CD46	Membrane cofactor protein	Complement/Coagulation	6	0	0	0	0	1	0	0	1	0	0	0	0	1	Granulocyte	0	1	Group enriched	Cancer-related genes, Disease variant, Hemolytic uremic syndrome	Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
454	CD55	Complement decay-accelerating factor	Complement/Coagulation	6	0	0	0	0	1	0	0	1	0	0	0	0	1	Granulocyte	1	1	Immune cell enhanced	Disease variant	Blood group antigen proteins, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins
456	CD59	CD59 glycoprotein	Complement/Coagulation	3	0	0	0	0	1	0	0	1	0	0	0	0	0		0	1	Low immune cell specificity	Cancer-related genes, Disease variant, Hereditary hemolytic anemia	Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
539	CFB	Complement factor B	Complement/Coagulation	3	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Age-related macular degeneration, Disease variant, Hemolytic uremic syndrome	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins
541	CFD	Complement factor D	Complement/Coagulation	5	0	0	0	0	1	0	0	0	0	0	0	0	1	Granulocyte	1	1	Immune cell enhanced	Disease variant	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins
542	CFH	Complement factor H	Complement/Coagulation	5	0	0	0	0	1	0	0	0	0	0	0	0	1	T-cell	1	1	Immune cell enhanced	Age-related macular degeneration, Cancer-related genes, Disease variant, Hemolytic uremic syndrome	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
543	CFHR2	Complement factor H-related protein 2	Complement/Coagulation	2	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
544	CFHR4	Complement factor H-related protein 4	Complement/Coagulation	2	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Plasma proteins, Predicted secreted proteins
545	CFHR5	Complement factor H-related protein 5	Complement/Coagulation	2	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Disease variant, Hemolytic uremic syndrome	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
546	CFI	Complement factor I	Complement/Coagulation	3	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Age-related macular degeneration, Disease variant, Hemolytic uremic syndrome	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins
547	CFP	Properdin	Complement/Coagulation	5	0	0	0	0	1	0	0	0	0	0	0	0	1	Myeloid/Monocyte;Granulocyte;Dendritic	1	1	Group enriched	Disease variant	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
667	CR1	Complement receptor type 1	Complement/Coagulation	5	0	0	0	0	1	0	0	0	0	0	0	1	1	Granulocyte	1	1	Group enriched		Blood group antigen proteins, CD markers, Plasma proteins, Predicted membrane proteins
668	CR2	Complement receptor type 2	Complement/Coagulation	5	0	0	0	0	1	0	0	0	0	0	0	1	1	B-cell	0	1	Group enriched	Systemic lupus erythematosus	CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
1679	MASP1	Mannan-binding lectin serine protease 1	Complement/Coagulation	3	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells	Disease variant	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins
1685	MBL2	Mannose-binding protein C	Complement/Coagulation	3	0	0	0	0	1	0	0	0	0	0	0	0	0		1	1	Not detected in immune cells		Human disease related genes, Plasma proteins, Predicted secreted proteins
